GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",1300,90,501,118,316,94,185,79,99,64,86,51,799,135,500,104,299,102
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",809,61,613,82,569,79,44,30,0,12,44,30,196,71,159,58,37,35
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",2095,133,858,151,623,161,235,98,53,58,182,90,1237,207,731,170,506,157
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",1007,78,673,101,524,124,149,72,53,37,96,62,334,95,246,85,88,57
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",1461,61,1101,108,907,129,194,87,88,60,106,58,360,96,263,93,97,66
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",479,70,282,69,93,37,189,71,48,44,141,68,197,64,131,53,66,47
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",1428,92,1159,118,853,147,306,99,140,76,166,71,269,89,197,78,72,54
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",1887,76,1082,150,471,127,611,118,192,104,419,87,805,138,709,144,96,48
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",581,46,484,60,370,67,114,56,39,41,75,44,97,39,51,29,46,29
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",2506,129,1170,190,756,184,414,135,114,81,300,102,1336,182,830,207,506,151
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",1047,57,798,88,630,99,168,79,35,43,133,61,249,81,210,86,39,36
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",1503,88,652,104,242,65,410,108,86,58,324,96,851,118,618,114,233,83
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",1072,66,897,91,849,103,48,33,8,12,40,30,175,80,142,74,33,39
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",1510,91,783,121,289,103,494,127,64,56,430,126,727,141,440,130,287,93
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",1276,94,958,144,838,157,120,77,74,65,46,42,318,99,283,97,35,45
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",1616,102,701,127,314,91,387,108,111,82,276,76,915,124,545,119,370,117
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",1101,101,864,125,720,127,144,85,29,34,115,77,237,99,173,79,64,63
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",1323,107,1045,113,798,126,247,90,20,25,227,90,278,97,167,77,111,74
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",630,53,547,68,391,82,156,71,65,51,91,50,83,53,83,53,0,12
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",1311,147,608,127,313,99,295,105,71,53,224,95,703,146,505,140,198,72
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",755,66,676,71,453,93,223,78,75,44,148,68,79,42,65,37,14,22
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",1552,126,820,137,368,106,452,98,96,69,356,81,732,108,496,102,236,80
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",990,109,742,127,570,121,172,98,70,58,102,67,248,93,146,74,102,72
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",1423,141,525,116,284,80,241,102,93,71,148,67,898,143,481,125,417,109
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",1513,89,1285,122,1032,144,253,98,125,71,128,83,228,95,194,88,34,36
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",1839,99,1015,122,409,124,606,121,46,38,560,115,824,141,580,127,244,79
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",1403,89,1212,94,1143,104,69,49,21,34,48,36,191,61,186,59,5,9
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",1141,96,697,118,460,103,237,90,36,33,201,83,444,107,194,85,250,81
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",1612,100,1200,124,1108,123,92,59,9,14,83,57,412,92,372,91,40,37
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",1314,67,967,109,900,108,67,49,15,18,52,45,347,104,323,105,24,39
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",1236,103,930,122,782,124,148,75,62,61,86,48,306,94,271,87,35,42
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",908,86,336,80,232,73,104,53,38,41,66,39,572,99,446,107,126,56
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",832,65,728,76,642,81,86,43,17,21,69,34,104,52,104,52,0,12
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",1781,97,788,137,282,95,506,120,118,73,388,97,993,138,657,115,336,95
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",969,83,721,106,562,117,159,79,42,49,117,62,248,93,248,93,0,12
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",1570,158,962,166,419,122,543,143,120,80,423,131,608,145,503,136,105,62
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",951,77,833,94,705,97,128,57,29,34,99,55,118,60,110,60,8,13
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",862,80,368,78,183,59,185,68,0,12,185,68,494,105,359,93,135,48
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",908,38,694,74,543,79,151,64,47,50,104,44,214,66,157,53,57,43
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",1566,115,674,136,234,84,440,108,111,56,329,100,892,137,631,130,261,108
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",507,46,391,58,302,51,89,50,46,34,43,36,116,56,64,37,52,46
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",1374,98,785,115,227,85,558,124,119,58,439,109,589,118,491,106,98,73
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",1972,106,1454,161,1058,164,396,144,147,98,249,112,518,144,388,127,130,76
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",1029,93,440,115,201,69,239,102,81,64,158,72,589,121,401,100,188,80
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",1151,69,915,92,696,104,219,72,88,58,131,62,236,67,207,68,29,27
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",1801,41,1333,110,337,108,996,129,109,77,887,114,468,102,405,97,63,58
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",1035,64,758,80,565,92,193,82,84,63,109,67,277,74,235,76,42,30
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",611,68,380,79,134,56,246,78,21,22,225,72,231,71,111,55,120,56
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",1536,93,1184,113,768,125,416,110,96,58,320,101,352,85,297,86,55,53
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",679,69,379,89,106,48,273,90,26,35,247,81,300,80,162,81,138,65
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",1120,23,836,81,176,69,660,100,9,15,651,103,284,75,258,72,26,28
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",1143,89,917,119,763,124,154,81,70,53,84,62,226,90,192,83,34,39
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",1906,156,1060,184,463,165,597,164,28,36,569,159,846,190,645,171,201,90
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",745,82,567,88,419,75,148,67,63,51,85,47,178,77,175,77,3,5
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",762,66,463,83,128,60,335,84,4,7,331,84,299,94,263,91,36,30
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",1648,73,1104,120,864,116,240,82,93,56,147,63,544,112,401,113,143,69
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",1476,109,873,129,241,85,632,118,91,48,541,117,603,143,469,135,134,81
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",1183,91,953,146,725,142,228,79,9,14,219,81,230,105,150,89,80,67
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",1576,137,473,123,192,92,281,89,71,59,210,84,1103,160,921,143,182,73
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",1349,91,1022,107,798,114,224,78,54,33,170,75,327,102,214,77,113,76
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",1083,114,616,112,265,98,351,93,26,33,325,87,467,101,360,99,107,66
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",823,75,576,97,435,99,141,58,23,25,118,54,247,73,226,72,21,25
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",1003,82,636,92,282,70,354,83,73,54,281,87,367,97,344,95,23,25
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",1100,95,786,104,658,110,128,62,8,12,120,62,314,87,239,80,75,67
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",1263,76,650,127,294,114,356,101,89,82,267,74,613,127,575,122,38,43
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",908,82,702,95,531,104,171,76,115,64,56,44,206,69,206,69,0,12
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",1601,118,939,145,491,142,448,137,106,72,342,116,662,150,545,142,117,66
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",1202,79,882,112,702,122,180,77,94,64,86,48,320,86,283,89,37,41
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",1486,105,952,118,240,105,712,116,86,60,626,116,534,117,458,116,76,51
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",1155,82,710,135,496,135,214,92,60,49,154,81,445,120,417,125,28,25
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",1404,120,878,147,418,119,460,117,66,52,394,105,526,132,410,113,116,71
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",602,67,400,74,292,75,108,49,38,29,70,40,202,59,165,54,37,39
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",1605,100,1117,136,356,116,761,118,222,91,539,107,488,126,463,126,25,28
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",1253,64,834,123,687,127,147,53,29,24,118,49,419,108,329,108,90,66
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",1391,98,861,141,124,69,737,147,162,83,575,134,530,140,485,130,45,47
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",1308,81,924,120,779,129,145,68,17,19,128,65,384,95,354,93,30,26
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",71,45,44,42,40,41,4,7,0,12,4,7,27,20,5,8,22,18
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",1134,48,739,83,149,76,590,99,104,82,486,127,395,86,379,88,16,25
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",1895,136,1181,168,815,171,366,111,144,95,222,99,714,154,692,153,22,28
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",1015,84,533,116,198,85,335,99,20,27,315,95,482,122,328,93,154,73
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",1042,76,634,96,502,93,132,54,0,12,132,54,408,87,335,79,73,49
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",1349,95,763,114,235,104,528,129,96,67,432,126,586,122,503,107,83,62
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",1494,71,937,106,748,98,189,72,18,17,171,69,557,101,510,93,47,45
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",1098,124,562,123,187,78,375,112,36,34,339,107,536,112,500,111,36,41
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",841,65,630,81,479,87,151,58,53,40,98,46,211,68,162,63,49,30
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",1331,92,670,111,198,93,472,96,28,34,444,96,661,126,598,119,63,48
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",599,34,402,75,261,78,141,70,38,35,103,63,197,66,140,52,57,51
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",1565,116,869,136,425,108,444,114,94,72,350,105,696,131,502,133,194,82
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",1931,138,1229,172,948,174,281,118,25,30,256,115,702,176,649,170,53,49
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",1389,100,833,130,378,120,455,123,153,80,302,100,556,129,448,119,108,59
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",1295,104,933,115,747,129,186,81,40,35,146,79,362,124,281,97,81,95
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",773,73,575,79,120,56,455,77,52,33,403,74,198,70,194,70,4,7
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",1112,115,780,131,667,121,113,54,11,17,102,53,332,90,252,71,80,61
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",1064,77,555,117,73,51,482,117,107,70,375,107,509,124,486,122,23,28
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",1475,97,1156,129,884,127,272,103,105,63,167,85,319,110,277,97,42,45
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",1591,95,1227,136,412,118,815,131,133,88,682,108,364,100,356,98,8,13
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",1520,101,1018,134,837,140,181,68,65,49,116,56,502,113,457,107,45,38
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",2578,137,924,144,400,117,524,117,102,88,422,125,1654,178,1032,199,622,144
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",682,42,523,63,367,72,156,58,30,25,126,53,159,56,131,52,28,25
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",1850,123,1158,173,248,92,910,162,147,87,763,168,692,145,624,132,68,74
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",742,56,598,78,474,91,124,48,25,23,99,48,144,52,139,51,5,8
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",588,98,448,97,81,54,367,91,92,74,275,97,140,61,120,55,20,27
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",1118,92,662,105,260,91,402,103,99,64,303,99,456,108,352,99,104,64
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",2078,161,968,174,410,164,558,163,10,17,548,163,1110,205,955,213,155,88
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",1914,119,1140,157,848,143,292,106,62,42,230,105,774,156,742,161,32,31
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",2404,143,895,196,311,125,584,174,81,62,503,182,1509,198,1120,200,389,129
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",1406,113,717,140,224,92,493,150,78,65,415,128,689,142,569,136,120,63
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",1385,102,760,110,291,103,469,91,75,46,394,94,625,119,481,121,144,64
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",1349,77,865,118,451,118,414,105,59,49,355,106,484,115,404,100,80,59
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",2051,96,1376,159,541,174,835,156,195,103,640,152,675,146,479,141,196,91
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",1395,84,826,117,326,110,500,102,55,40,445,96,569,118,427,115,142,65
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",2447,110,1371,196,427,155,944,204,213,126,731,178,1076,195,901,175,175,151
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",2266,139,1475,199,671,177,804,203,119,80,685,188,791,185,703,170,88,95
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",1259,90,500,136,183,71,317,117,49,59,268,105,759,123,530,119,229,88
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",1038,78,814,104,550,106,264,95,9,13,255,94,224,76,194,76,30,40
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",2098,170,1410,208,770,231,640,207,136,114,504,175,688,182,534,176,154,119
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",1625,100,1144,149,487,131,657,137,92,58,565,130,481,101,463,103,18,20
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",1423,91,865,120,573,124,292,112,90,66,202,97,558,108,528,111,30,27
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",1338,76,1051,97,763,100,288,78,122,81,166,51,287,92,236,89,51,48
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",768,71,591,70,437,67,154,49,31,26,123,45,177,61,162,61,15,14
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",1516,117,962,141,705,147,257,109,31,32,226,101,554,125,490,110,64,52
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",1289,97,792,138,483,121,309,112,94,58,215,91,497,133,443,129,54,38
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",1898,99,879,147,393,122,486,134,78,75,408,121,1019,151,940,147,79,56
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",648,23,423,57,121,54,302,68,30,35,272,57,225,54,225,54,0,12
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",1057,79,506,103,295,99,211,77,62,44,149,72,551,101,519,97,32,31
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",2570,156,1256,173,512,167,744,176,57,58,687,166,1314,194,1283,192,31,36
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",2093,79,1206,150,384,149,822,159,89,62,733,152,887,157,798,156,89,66
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",915,84,535,86,165,64,370,99,7,11,363,99,380,108,336,103,44,51
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",1512,74,780,146,174,100,606,133,206,117,400,118,732,156,691,147,41,40
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",725,77,578,106,353,95,225,84,61,44,164,83,147,65,138,65,9,12
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",2015,108,1289,156,370,113,919,158,142,90,777,150,726,145,620,136,106,64
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",1457,62,814,101,551,96,263,93,72,44,191,78,643,99,628,102,15,17
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",1679,94,1082,139,525,137,557,102,61,53,496,107,597,145,531,145,66,52
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",475,33,52,26,47,24,5,7,5,7,0,12,423,39,414,40,9,13
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",1903,95,1145,133,485,122,660,148,129,75,531,144,758,126,618,132,140,64
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",2673,81,1537,240,1074,232,463,181,43,50,420,182,1136,230,1047,234,89,80
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",1958,85,1054,159,484,160,570,138,108,61,462,132,904,158,719,163,185,94
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",1381,75,681,123,538,120,143,72,31,37,112,65,700,125,688,123,12,15
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",2583,166,1308,197,1050,191,258,103,20,24,238,98,1275,201,1262,201,13,20
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",949,39,554,80,97,50,457,77,30,31,427,80,395,76,370,73,25,29
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",2078,132,1266,209,225,128,1041,203,140,124,901,182,812,213,667,195,145,93
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",1589,91,775,118,662,111,113,62,31,41,82,50,814,130,724,126,90,62
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",1982,104,764,186,364,137,400,156,96,64,304,154,1218,179,1142,178,76,68
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",989,85,519,94,194,68,325,102,69,50,256,96,470,97,458,97,12,20
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",1305,129,759,134,466,112,293,90,57,44,236,80,546,130,418,122,128,71
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",1481,118,898,145,394,124,504,145,146,84,358,123,583,133,524,126,59,56
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",861,92,500,114,418,102,82,43,12,12,70,40,361,82,315,76,46,46
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",1116,72,652,110,161,68,491,100,124,66,367,97,464,93,438,92,26,22
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",406,58,249,76,129,69,120,58,15,19,105,55,157,54,157,54,0,12
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",1243,107,860,110,610,101,250,98,144,79,106,60,383,91,360,91,23,26
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",493,51,297,71,109,57,188,65,49,46,139,53,196,52,172,53,24,20
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",1717,131,1148,143,322,119,826,141,185,97,641,138,569,137,569,137,0,12
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",1569,98,1054,130,884,132,170,76,46,26,124,68,515,114,489,113,26,24
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",1584,97,1242,137,524,127,718,143,169,95,549,135,342,116,294,107,48,32
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",1477,97,1000,132,317,122,683,134,138,64,545,132,477,128,445,130,32,34
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",1843,115,1100,152,888,143,212,102,61,53,151,88,743,154,715,155,28,26
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",1950,138,1028,173,784,169,244,134,49,67,195,101,922,204,914,202,8,12
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",1013,102,631,118,229,95,402,95,84,64,318,91,382,129,309,128,73,51
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",1497,120,932,144,304,110,628,146,108,80,520,128,565,131,312,98,253,105
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",1374,114,971,124,284,106,687,115,249,106,438,121,403,100,329,90,74,60
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",1834,129,1166,153,126,67,1040,141,192,107,848,152,668,136,512,131,156,81
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",2090,87,1505,153,795,174,710,174,63,51,647,174,585,146,533,136,52,81
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",1542,117,926,122,441,131,485,129,90,75,395,100,616,127,519,122,97,46
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",1311,137,748,123,273,111,475,127,131,81,344,122,563,155,563,155,0,12
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",1196,97,912,112,787,119,125,66,48,39,77,49,284,98,284,98,0,12
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",1358,134,791,130,344,102,447,102,91,67,356,93,567,156,515,154,52,41
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",1412,105,998,151,777,138,221,118,37,31,184,114,414,128,358,119,56,57
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",1072,88,593,129,353,123,240,83,34,38,206,80,479,111,266,91,213,76
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",799,76,572,82,452,83,120,49,15,12,105,49,227,68,217,66,10,12
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",1002,60,566,112,313,122,253,67,17,27,236,62,436,103,336,96,100,59
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",892,97,585,113,472,117,113,50,0,12,113,50,307,90,288,87,19,22
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",1186,100,717,110,237,79,480,103,85,66,395,89,469,119,316,107,153,82
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",781,63,545,78,479,78,66,37,11,18,55,33,236,67,208,62,28,29
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",1189,98,605,107,279,103,326,97,25,30,301,93,584,112,466,110,118,73
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",695,80,463,96,368,91,95,49,22,23,73,45,232,86,211,86,21,24
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",1224,116,679,110,230,83,449,113,48,52,401,97,545,143,374,110,171,105
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",815,64,668,86,533,98,135,64,38,32,97,56,147,63,129,60,18,23
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",1303,91,845,121,349,113,496,112,120,75,376,95,458,101,390,96,68,48
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",1103,66,801,100,570,101,231,79,106,58,125,60,302,88,279,89,23,21
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",1078,110,728,119,183,98,545,142,122,84,423,120,350,89,251,95,99,67
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",898,75,669,90,431,93,238,70,114,56,124,55,229,79,216,78,13,22
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",1198,105,863,117,196,83,667,110,69,63,598,103,335,91,298,94,37,37
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",766,59,571,85,507,84,64,35,14,17,50,32,195,72,175,65,20,25
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",482,63,373,84,182,66,191,76,82,68,109,53,109,58,84,54,25,22
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",1075,93,821,116,665,145,156,80,78,66,78,46,254,89,234,83,20,28
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",1058,82,759,107,672,107,87,63,30,42,57,43,299,87,269,84,30,30
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",1247,93,975,116,301,101,674,135,177,84,497,122,272,99,149,83,123,74
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",697,54,534,74,418,64,116,57,43,40,73,39,163,56,151,56,12,12
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",1108,101,726,125,338,100,388,103,123,95,265,79,382,108,281,94,101,68
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",1036,83,706,109,450,126,256,102,46,51,210,95,330,102,273,100,57,40
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",1148,98,842,119,351,93,491,115,93,50,398,117,306,102,235,86,71,56
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",504,46,381,58,315,62,66,50,17,20,49,46,123,47,108,45,15,18
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",659,47,387,71,379,70,8,12,3,5,5,10,272,68,251,69,21,21
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",1318,74,1078,116,391,121,687,137,76,59,611,135,240,98,158,75,82,49
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",753,59,647,77,506,87,141,71,30,40,111,67,106,56,106,56,0,12
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",1210,108,869,132,393,111,476,124,126,66,350,118,341,103,305,107,36,39
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",691,80,377,91,274,86,103,57,19,25,84,53,314,76,294,75,20,23
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",1211,102,880,123,393,111,487,104,60,50,427,109,331,103,255,96,76,54
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",503,60,426,56,364,58,62,37,17,18,45,32,77,38,77,38,0,12
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",1255,113,740,125,375,116,365,123,157,89,208,83,515,118,332,94,183,78
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",1075,102,771,114,671,118,100,70,48,46,52,44,304,103,213,83,91,64
