Unique Key	Created Date	Closed Date	Agency	Agency Name	Complaint Type	Descriptor	Location Type	Incident Zip	Incident Address	Street Name	Cross Street 1	Cross Street 2	Intersection Street 1	Intersection Street 2	Address Type	City	Facility Type	Status	Due Date	Resolution Action Updated Date	Community Board	Borough	Latitude	Longitude
26924314	12/20/2013 01:14:39 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10014	340 BLEEKER STREET	BLEEKER STREET	CHRISTOPHER STREET	WEST 10 STREET			ADDRESS	NEW YORK	N/A	Open	02/03/2014 01:14:39 PM	12/20/2013 01:21:35 PM	02 MANHATTAN	MANHATTAN	40.7337238927	-74.004438181
26922165	12/20/2013 12:38:57 PM	12/27/2013 09:19:47 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10029					EAST  116 STREET	LEXINGTON AVENUE	INTERSECTION	NEW YORK	N/A	Closed	01/03/2014 12:38:57 PM	12/27/2013 09:19:47 AM	11 MANHATTAN	MANHATTAN	40.7986223198	-73.941618941
26922956	12/20/2013 11:27:34 AM	12/27/2013 09:18:43 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11208	3328 FULTON STREET	FULTON STREET	PINE STREET				ADDRESS	BROOKLYN	N/A	Closed	01/03/2014 11:27:34 AM	12/27/2013 09:18:43 AM	05 BROOKLYN	BROOKLYN	40.683462949	-73.8728139093
26926703	12/20/2013 09:45:06 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10001	307 7 AVENUE	7 AVENUE	WEST 27 STREET	WEST 28 STREET			ADDRESS	NEW YORK	N/A	Open	02/03/2014 09:45:06 AM	12/27/2013 09:14:02 AM	05 MANHATTAN	MANHATTAN	40.746868416	-73.9936156981
26923692	12/20/2013 09:03:43 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10011					8 AVENUE	WEST   14 STREET	INTERSECTION	NEW YORK	N/A	Open	02/03/2014 09:03:43 AM	12/27/2013 09:11:44 AM	02 MANHATTAN	MANHATTAN	40.7397514278	-74.002522414
26926645	12/20/2013 08:54:53 AM	12/27/2013 09:03:46 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10456	3462 3 AVENUE	3 AVENUE	EAST 167 STREET	EAST 168 STREET			ADDRESS	BRONX	N/A	Closed	01/03/2014 08:54:53 AM	12/27/2013 09:03:46 AM	03 BRONX	BRONX	40.829861467	-73.9063744365
26927457	12/20/2013 07:14:18 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10017	237 PARK AVENUE	PARK AVENUE	EAST 45 STREET	EAST 46 STREET			ADDRESS	NEW YORK	N/A	Open	02/03/2014 07:14:18 AM	12/27/2013 09:17:37 AM	05 MANHATTAN	MANHATTAN	40.7545842947	-73.975867503
26917204	12/19/2013 11:24:30 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10025					WEST   95 STREET	AMSTERDAM AVENUE	INTERSECTION	NEW YORK	N/A	Open	02/02/2014 11:24:30 PM	12/20/2013 10:39:04 AM	07 MANHATTAN	MANHATTAN	40.7933800095	-73.9708587204
26917680	12/19/2013 09:49:31 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11229	1602 GRAVESEND NECK ROAD	GRAVESEND NECK ROAD	EAST 16 STREET	EAST 17 STREET			ADDRESS	BROOKLYN	N/A	Open	02/02/2014 09:49:31 PM	12/24/2013 10:40:52 AM	15 BROOKLYN	BROOKLYN	40.5950598303	-73.9546229163
26917744	12/19/2013 08:30:47 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10028	307 EAST 84 STREET	EAST 84 STREET	2 AVENUE	1 AVENUE			ADDRESS	NEW YORK	N/A	Open	02/02/2014 08:30:47 PM	12/24/2013 10:39:47 AM	08 MANHATTAN	MANHATTAN	40.7763784075	-73.9522427431
26918589	12/19/2013 05:54:01 PM	01/02/2014 12:31:05 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Catering Service	11374	98-92 QUEENS BOULEVARD	QUEENS BOULEVARD	66 ROAD	99 STREET			ADDRESS	REGO PARK	N/A	Closed	01/02/2014 05:54:01 PM	01/02/2014 12:31:05 PM	06 QUEENS	QUEENS	40.7273689908	-73.8548744297
26917745	12/19/2013 04:48:35 PM	12/24/2013 10:36:31 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11201	200 SCHERMERHORN STREET	SCHERMERHORN STREET	HOYT STREET	BOND STREET			ADDRESS	BROOKLYN	N/A	Closed	01/02/2014 04:48:35 PM	12/24/2013 10:36:31 AM	02 BROOKLYN	BROOKLYN	40.6888215211	-73.9856739682
26919454	12/19/2013 04:35:01 PM	12/20/2013 11:45:09 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10022	324 EAST 57 STREET	EAST 57 STREET	ED KOCH QUEENSBORO BRIDGE APPR	1 AVENUE			ADDRESS	NEW YORK	N/A	Closed	01/02/2014 04:35:01 PM	12/20/2013 11:45:09 AM	06 MANHATTAN	MANHATTAN	40.7588548412	-73.9642429186
26916951	12/19/2013 11:47:24 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11420	135-09 LEFFERTS BOULEVARD	LEFFERTS BOULEVARD	135 AVENUE	149 AVENUE			ADDRESS	SOUTH OZONE PARK	N/A	Open	02/02/2014 11:47:24 AM	12/19/2013 12:03:06 PM	10 QUEENS	QUEENS	40.6702683986	-73.8209508602
26919731	12/19/2013 05:44:42 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10003					EAST   10 STREET	2 AVENUE	INTERSECTION	NEW YORK	N/A	Open	02/02/2014 05:44:42 AM	12/24/2013 10:32:07 AM	03 MANHATTAN	MANHATTAN	40.7297762653	-73.9868089198
26912598	12/18/2013 11:33:47 PM	12/19/2013 10:45:36 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10025	2483 BROADWAY	BROADWAY	WEST 92 STREET	WEST 93 STREET			ADDRESS	NEW YORK	N/A	Closed	01/01/2014 11:33:47 PM	12/19/2013 10:45:36 AM	07 MANHATTAN	MANHATTAN	40.792323924	-73.9734919322
26910919	12/18/2013 07:58:43 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	1379 6 AVENUE	6 AVENUE	WEST 55 STREET	WEST 56 STREET			ADDRESS	NEW YORK	N/A	Open	02/01/2014 07:58:43 PM	12/19/2013 10:11:22 AM	05 MANHATTAN	MANHATTAN	40.7635572449	-73.9777630558
26910379	12/18/2013 05:35:59 PM	12/24/2013 09:58:37 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11218	1274 39 STREET	39 STREET	12 AVENUE	13 AVENUE			ADDRESS	BROOKLYN	N/A	Closed	01/01/2014 05:35:59 PM	12/24/2013 09:58:37 AM	12 BROOKLYN	BROOKLYN	40.6410460714	-73.9870066239
26912189	12/18/2013 05:00:44 PM	12/19/2013 10:31:36 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11226	1425 NOSTRAND AVENUE	NOSTRAND AVENUE	MARTENSE STREET	CHURCH AVENUE			ADDRESS	BROOKLYN	N/A	Closed	01/01/2014 05:00:44 PM	12/19/2013 10:31:36 AM	17 BROOKLYN	BROOKLYN	40.6514796802	-73.9496328807
26908558	12/18/2013 04:40:08 PM	12/19/2013 11:09:52 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10019	10 COLUMBUS CIRCLE	COLUMBUS CIRCLE	8 AVENUE	BEND			ADDRESS	NEW YORK	N/A	Closed	01/01/2014 04:40:08 PM	12/19/2013 11:09:52 AM	04 MANHATTAN	MANHATTAN	40.7678700228	-73.9823175966
26913817	12/18/2013 03:35:58 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	11102					30 AVENUE	31 STREET	INTERSECTION	ASTORIA	N/A	Open	02/01/2014 03:35:58 PM	12/19/2013 09:49:40 AM	01 QUEENS	QUEENS	40.7668948822	-73.9213906193
26911219	12/18/2013 02:52:20 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11206	794 BROADWAY	BROADWAY	MARCUS GARVEY BOULEVARD	FAYETTE STREET			ADDRESS	BROOKLYN	N/A	Open	02/01/2014 02:52:20 PM	12/24/2013 10:04:02 AM	03 BROOKLYN	BROOKLYN	40.6999261088	-73.9405368806
26910276	12/18/2013 12:26:52 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11375	107-16 71 AVENUE	71 AVENUE	AUSTIN STREET	QUEENS BOULEVARD			ADDRESS	FOREST HILLS	N/A	Open	02/01/2014 12:26:52 PM	12/24/2013 09:46:27 AM	06 QUEENS	QUEENS	40.7204579871	-73.8445934899
26910108	12/18/2013 12:08:38 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	48 8 AVENUE	8 AVENUE	LINCOLN PLACE	BERKELEY PLACE			ADDRESS	BROOKLYN	N/A	Open	02/01/2014 12:08:38 PM	12/18/2013 02:34:38 PM	06 BROOKLYN	BROOKLYN	40.6742608392	-73.9724465247
26910051	12/18/2013 10:16:24 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11218	1274 39 STREET	39 STREET	12 AVENUE	13 AVENUE			ADDRESS	BROOKLYN	N/A	Open	02/01/2014 10:16:24 AM	12/18/2013 02:29:33 PM	12 BROOKLYN	BROOKLYN	40.6410460714	-73.9870066239
26910008	12/18/2013 09:56:13 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10011					WEST   20 STREET	8 AVENUE	INTERSECTION	NEW YORK	N/A	Open	02/01/2014 09:56:13 AM	12/18/2013 02:17:26 PM	04 MANHATTAN	MANHATTAN	40.7434239321	-73.9998484303
26914653	12/18/2013 08:25:25 AM	12/24/2013 10:08:20 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11419	95-00 VAN WYCK EXPRESSWAY	VAN WYCK EXPRESSWAY	VAN WYCK EP SB EN ATLANTIC AV	97 AVENUE			ADDRESS	SOUTH RICHMOND HILL	N/A	Closed	01/01/2014 08:25:25 AM	12/24/2013 10:08:20 AM	09 QUEENS	QUEENS	40.6961011594	-73.8133552438
26907319	12/17/2013 03:46:04 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11236	870 REMSEN AVENUE	REMSEN AVENUE	LONG ISLAND RAILROAD	AVENUE D			ADDRESS	BROOKLYN	N/A	Open	01/13/2014 10:08:09 AM	12/03/2013 04:12:27 PM	18 BROOKLYN	BROOKLYN	40.6468742983	-73.9133771196
26905653	12/17/2013 02:22:28 PM	12/17/2013 02:46:03 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11354	40-28 MAIN STREET	MAIN STREET	40 ROAD	LONG ISLAND RAILROAD			ADDRESS	FLUSHING	N/A	Closed	12/31/2013 02:22:28 PM	12/17/2013 02:46:03 PM	07 QUEENS	QUEENS	40.7588609221	-73.8298018057
26902711	12/17/2013 10:54:14 AM	12/24/2013 09:45:15 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	800 7 AVENUE	7 AVENUE	WEST 52 STREET	WEST 53 STREET			ADDRESS	NEW YORK	N/A	Closed	12/31/2013 10:54:14 AM	12/24/2013 09:45:15 AM	05 MANHATTAN	MANHATTAN	40.7624409201	-73.9822937691
26902563	12/17/2013 07:06:08 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007	90 WORTH STREET	WORTH STREET	CHURCH STREET	BROADWAY			ADDRESS	NEW YORK	N/A	Open	01/31/2014 07:06:08 AM	12/17/2013 10:09:31 AM	01 MANHATTAN	MANHATTAN	40.7163934812	-74.0047941536
26895563	12/16/2013 10:32:29 PM	12/17/2013 09:53:25 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11375	63-32 108 STREET	108 STREET	63 ROAD	63 DRIVE			ADDRESS	FOREST HILLS	N/A	Closed	12/30/2013 10:32:29 PM	12/17/2013 09:53:25 AM	06 QUEENS	QUEENS	40.7340931698	-73.8502122911
26899639	12/16/2013 09:17:16 PM	12/20/2013 04:54:40 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10065	232 EAST 64 STREET	EAST 64 STREET	3 AVENUE	2 AVENUE			ADDRESS	NEW YORK	N/A	Closed	12/30/2013 09:17:16 PM	12/20/2013 04:54:40 PM	08 MANHATTAN	MANHATTAN	40.7643166336	-73.9634566304
26899934	12/16/2013 04:53:36 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10119					WEST   51 STREET	6 AVENUE	INTERSECTION	NEW YORK	N/A	Open	01/30/2014 04:53:36 PM	12/20/2013 04:53:31 PM	05 MANHATTAN	MANHATTAN	40.7605247093	-73.9799732226
26895571	12/16/2013 04:38:53 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11432	185-10 HILLSIDE AVENUE	HILLSIDE AVENUE	184 PLACE	186 STREET			ADDRESS	JAMAICA	N/A	Open	01/30/2014 04:38:53 PM	12/17/2013 09:50:00 AM	12 QUEENS	QUEENS	40.7143027603	-73.7769144803
26894970	12/16/2013 03:19:42 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11223	261 AVENUE X	AVENUE X	86 STREET	STRYKER STREET			ADDRESS	BROOKLYN	N/A	Open	01/30/2014 03:19:42 PM	12/20/2013 04:52:19 PM	15 BROOKLYN	BROOKLYN	40.5902156241	-73.97328772
26896941	12/16/2013 02:43:33 PM	12/20/2013 04:45:55 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11214	1811 86 STREET	86 STREET	18 AVENUE	BAY 19 STREET			ADDRESS	BROOKLYN	N/A	Closed	12/30/2013 02:43:33 PM	12/20/2013 04:45:55 PM	11 BROOKLYN	BROOKLYN	40.6071047001	-74.0023733449
26893494	12/16/2013 09:13:19 AM	12/20/2013 04:11:52 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10003	34 COOPER SQUARE	COOPER SQUARE	STABLE COURT	EAST 6 STREET			ADDRESS	NEW YORK	N/A	Closed	12/30/2013 09:13:19 AM	12/20/2013 04:11:52 PM	02 MANHATTAN	MANHATTAN	40.7281764959	-73.991250656
26890584	12/15/2013 11:49:00 PM	12/17/2013 09:42:23 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10024					BROADWAY	WEST   90 STREET	INTERSECTION	NEW YORK	N/A	Closed	12/29/2013 11:49:00 PM	12/17/2013 09:42:23 AM	07 MANHATTAN	MANHATTAN	40.7908420113	-73.9745651001
26891307	12/15/2013 08:40:12 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	234 FLATBUSH AVENUE	FLATBUSH AVENUE	BERGEN STREET	6 AVENUE			ADDRESS	BROOKLYN	N/A	Open	01/29/2014 08:40:12 PM	12/20/2013 02:55:21 PM	06 BROOKLYN	BROOKLYN	40.6805414461	-73.9749100232
26891828	12/15/2013 08:00:45 PM	12/20/2013 02:56:27 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10025	917 COLUMBUS AVENUE	COLUMBUS AVENUE	WEST 104 STREET	WEST 105 STREET			ADDRESS	NEW YORK	N/A	Closed	12/29/2013 08:00:45 PM	12/20/2013 02:56:27 PM	07 MANHATTAN	MANHATTAN	40.7984638726	-73.9634234379
26891174	12/15/2013 07:47:10 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10302	1351 FOREST AVENUE	FOREST AVENUE	HAMLIN PLACE	VELTMAN AVENUE			ADDRESS	STATEN ISLAND	N/A	Open	01/26/2014 08:30:06 PM	12/13/2013 10:12:15 AM	01 STATEN ISLAND	STATEN ISLAND	40.6259569434	-74.1344507307
26891833	12/15/2013 07:39:40 PM	12/17/2013 09:35:56 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10463	5578 BROADWAY	BROADWAY	WEST 231 STREET	NAPLES TERRACE			ADDRESS	BRONX	N/A	Closed	12/29/2013 07:39:40 PM	12/17/2013 09:35:56 AM	08 BRONX	BRONX	40.8790012854	-73.9047213594
26891795	12/15/2013 07:09:09 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11205	328 MYRTLE AVENUE	MYRTLE AVENUE	WASHINGTON PARK	CARLTON AVENUE			ADDRESS	BROOKLYN	N/A	Open	01/29/2014 07:09:09 PM	12/20/2013 03:21:25 PM	02 BROOKLYN	BROOKLYN	40.6932493886	-73.973365442
26891176	12/15/2013 04:33:17 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10024	2427 BROADWAY	BROADWAY	WEST 89 STREET	WEST 90 STREET			ADDRESS	NEW YORK	N/A	Open	01/29/2014 04:33:17 PM	12/20/2013 02:54:18 PM	07 MANHATTAN	MANHATTAN	40.7904852557	-73.9748360879
26891200	12/15/2013 12:30:23 PM	12/20/2013 02:49:57 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11216	FULTON STREET	FULTON STREET	BEDFORD AVENUE	NOSTRAND AVENUE			BLOCKFACE	BROOKLYN	N/A	Closed	12/29/2013 12:30:23 PM	12/20/2013 02:49:57 PM	03 BROOKLYN	BROOKLYN	40.6805673006	-73.9524663897
26889098	12/15/2013 12:21:45 PM	12/20/2013 02:51:05 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11220	4801 8 AVENUE	8 AVENUE	48 STREET	49 STREET			ADDRESS	BROOKLYN	N/A	Closed	12/29/2013 12:21:45 PM	12/20/2013 02:51:05 PM	12 BROOKLYN	BROOKLYN	40.6421474345	-74.0026232207
26891399	12/15/2013 12:05:09 PM	12/20/2013 02:28:51 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11427	220-46 HILLSIDE AVENUE	HILLSIDE AVENUE	MANOR ROAD	88 AVENUE			ADDRESS	QUEENS VILLAGE	N/A	Closed	12/29/2013 12:05:09 PM	12/20/2013 02:28:51 PM	13 QUEENS	QUEENS	40.7310757697	-73.7425845347
26888563	12/15/2013 11:52:25 AM	12/20/2013 02:59:34 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	76 SAINT MARKS AVENUE	SAINT MARKS AVENUE	6 AVENUE	FLATBUSH AVENUE			ADDRESS	BROOKLYN	N/A	Closed	12/29/2013 11:52:25 AM	12/20/2013 02:59:34 PM	06 BROOKLYN	BROOKLYN	40.6798744236	-73.9747155845
26888827	12/15/2013 08:47:09 AM	12/20/2013 03:07:36 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Catering Service	10011	CHELSEA PIERS	CHELSEA PIERS	11 AVENUE				ADDRESS	NEW YORK	N/A	Closed	12/29/2013 08:47:09 AM	12/20/2013 03:07:36 PM	04 MANHATTAN	MANHATTAN	40.7482653566	-74.0084957387
26891796	12/15/2013 03:38:05 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	58 WEST 56 STREET	WEST 56 STREET	5 AVENUE	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Open	01/29/2014 03:38:05 AM	12/20/2013 02:26:44 PM	05 MANHATTAN	MANHATTAN	40.7630409345	-73.976265134
26883650	12/14/2013 06:41:01 PM	12/16/2013 02:37:17 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11214	1811 86 STREET	86 STREET	18 AVENUE	BAY 19 STREET			ADDRESS	BROOKLYN	N/A	Closed	12/28/2013 06:41:01 PM	12/16/2013 02:37:17 PM	11 BROOKLYN	BROOKLYN	40.6071047001	-74.0023733449
26885029	12/14/2013 04:51:19 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10012	550 LAGUARDIA PLACE	LAGUARDIA PLACE	BLEECKER STREET	WEST 3 STREET			ADDRESS	NEW YORK	N/A	Open	01/28/2014 04:51:19 PM	12/16/2013 02:38:25 PM	02 MANHATTAN	MANHATTAN	40.7288520256	-73.9982934096
26883733	12/14/2013 01:06:04 PM	12/20/2013 02:24:38 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11222	134 KINGSLAND AVENUE	KINGSLAND AVENUE	BEADEL STREET	LOMBARDY STREET			ADDRESS	BROOKLYN	N/A	Closed	12/28/2013 01:06:04 PM	12/20/2013 02:24:38 PM	01 BROOKLYN	BROOKLYN	40.7209978302	-73.9408752314
26883052	12/14/2013 08:24:44 AM	12/20/2013 02:22:32 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11211					NORTH    9 STREET	BEDFORD AVENUE	INTERSECTION	BROOKLYN	N/A	Closed	12/28/2013 08:24:44 AM	12/20/2013 02:22:32 PM	01 BROOKLYN	BROOKLYN	40.7189407487	-73.9565371163
26875129	12/13/2013 10:02:25 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10302	1351 FOREST AVENUE	FOREST AVENUE	HAMLIN PLACE	VELTMAN AVENUE			ADDRESS	STATEN ISLAND	N/A	Open	01/26/2014 08:30:06 PM	12/13/2013 10:12:15 AM	01 STATEN ISLAND	STATEN ISLAND	40.6259569434	-74.1344507307
26880669	12/13/2013 06:00:41 PM	12/16/2013 02:02:40 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11355	41-79 MAIN STREET	MAIN STREET	SANFORD AVENUE	MAPLE AVENUE			ADDRESS	FLUSHING	N/A	Closed	12/27/2013 06:00:41 PM	12/16/2013 02:02:40 PM	07 QUEENS	QUEENS	40.7560346849	-73.8285276571
26878968	12/13/2013 03:45:49 PM	12/20/2013 12:59:29 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11212	478 ROCKAWAY AVENUE	ROCKAWAY AVENUE	BELMONT AVENUE	SUTTER AVENUE			ADDRESS	BROOKLYN	N/A	Closed	12/27/2013 03:45:49 PM	12/20/2013 12:59:29 PM	16 BROOKLYN	BROOKLYN	40.6681907141	-73.9103683211
26881540	12/13/2013 03:25:52 PM	12/16/2013 02:26:18 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10308	141 MANSION AVENUE	MANSION AVENUE	MC KEE AVENUE	HILLSIDE TERRACE			ADDRESS	STATEN ISLAND	N/A	Closed	12/27/2013 03:25:52 PM	12/16/2013 02:26:18 PM	03 STATEN ISLAND	STATEN ISLAND	40.5446458138	-74.1405333844
26878761	12/13/2013 02:57:56 PM	12/20/2013 12:58:25 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11103	42-06 30 AVENUE	30 AVENUE	42 STREET	43 STREET			ADDRESS	ASTORIA	N/A	Closed	12/27/2013 02:50:53 PM	12/20/2013 12:57:33 PM	01 QUEENS	QUEENS	40.763060122	-73.9132476729
26877859	12/13/2013 02:50:53 PM	12/20/2013 12:58:25 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11103	42-06 30 AVENUE	30 AVENUE	42 STREET	43 STREET			ADDRESS	ASTORIA	N/A	Closed	12/27/2013 02:50:53 PM	12/20/2013 12:58:25 PM	01 QUEENS	QUEENS	40.763060122	-73.9132476729
26874989	12/13/2013 01:28:22 PM	12/13/2013 01:55:50 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11375	71-64 AUSTIN STREET	AUSTIN STREET	71 ROAD	72 AVENUE			ADDRESS	FOREST HILLS	N/A	Closed	12/27/2013 01:28:22 PM	12/13/2013 01:55:50 PM	06 QUEENS	QUEENS	40.7195530256	-73.8431670238
26879498	12/13/2013 01:22:15 PM	12/20/2013 01:00:34 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10023	305 AMSTERDAM AVENUE	AMSTERDAM AVENUE	WEST 74 STREET	WEST 75 STREET			ADDRESS	NEW YORK	N/A	Closed	12/27/2013 01:22:15 PM	12/20/2013 01:00:34 PM	07 MANHATTAN	MANHATTAN	40.7801496872	-73.9804981067
26879531	12/13/2013 09:52:37 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10014	76 CHRISTOPHER STREET	CHRISTOPHER STREET	7 AVENUE SOUTH	BLEECKER STREET			ADDRESS	NEW YORK	N/A	Open	01/27/2014 09:52:37 AM	12/13/2013 10:18:06 AM	02 MANHATTAN	MANHATTAN	40.7335125795	-74.0034819765
26880214	12/13/2013 05:43:42 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10022	557 LEXINGTON AVENUE	LEXINGTON AVENUE	EAST 50 STREET	EAST 51 STREET			ADDRESS	NEW YORK	N/A	Open	01/27/2014 05:43:42 AM	12/13/2013 10:18:02 AM	06 MANHATTAN	MANHATTAN	40.7565871522	-73.972282528
26870904	12/12/2013 11:26:20 PM	12/24/2013 09:44:08 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11209	7523 3 AVENUE	3 AVENUE	BAY RIDGE PARKWAY	76 STREET			ADDRESS	BROOKLYN	N/A	Closed	12/26/2013 11:26:20 PM	12/24/2013 09:44:08 AM	10 BROOKLYN	BROOKLYN	40.6312445375	-74.0278707698
