Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28610410,08/03/2014 12:00:00 AM,07/22/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220,770 60 STREET,60 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,09/02/2014 08:22:33 PM,08/03/2014 08:31:12 PM,07 BROOKLYN,BROOKLYN,981381,170971,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6359520172,-74.0103369801,"(40.635952017225776, -74.01033698009944)"
28610854,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,242 HYLAN BOULEVARD,HYLAN BOULEVARD,VERMONT AVENUE,TOMPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,09/02/2014 03:47:47 PM,08/03/2014 03:55:55 PM,01 STATEN ISLAND,STATEN ISLAND,964781,162270,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6120486696,-74.0701215144,"(40.61204866962141, -74.07012151444785)"
28609800,08/03/2014 12:00:00 AM,05/15/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10023,11 WEST 60 STREET,WEST 60 STREET,BROADWAY,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/02/2014 10:33:39 AM,08/03/2014 10:36:30 AM,07 MANHATTAN,MANHATTAN,989049,219504,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7691628497,-73.9826746628,"(40.76916284970642, -73.9826746628384)"
28608807,08/03/2014 12:00:00 AM,08/05/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11203,1445 TROY AVENUE,TROY AVENUE,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,09/02/2014 09:15:45 PM,08/05/2014 12:00:00 AM,17 BROOKLYN,BROOKLYN,1002384,171516,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6374298277,-73.9346619152,"(40.63742982774413, -73.93466191518694)"
28608298,08/03/2014 12:00:00 AM,08/05/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,,,ADDRESS,Forest Hills,,N/A,Closed,09/02/2014 04:49:07 PM,08/05/2014 12:00:00 AM,06 QUEENS,QUEENS,1025568,203636,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725513985,-73.8509314947,"(40.725513985000454, -73.85093149470026)"
28610301,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10014,300-320 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,,,,,LATLONG,NEW YORK,,N/A,Assigned,09/02/2014 04:58:22 PM,08/03/2014 05:01:16 PM,Unspecified MANHATTAN,MANHATTAN,983822,205542,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7308419756,-74.0015442759,"(40.73084197558218, -74.00154427587894)"
28610846,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11101,,,,,44 DRIVE,23 STREET,INTERSECTION,Long Island City,,N/A,Assigned,09/02/2014 12:32:56 PM,08/03/2014 12:44:26 PM,02 QUEENS,QUEENS,999474,211676,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.747665189,-73.9450560878,"(40.747665188988705, -73.94505608779347)"
28610855,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11229,2060 EAST 19 STREET,EAST 19 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/02/2014 06:48:29 PM,08/03/2014 06:56:45 PM,15 BROOKLYN,BROOKLYN,997357,157949,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6002001038,-73.9528008867,"(40.6002001037747, -73.95280088666627)"
28610302,08/03/2014 12:00:00 AM,08/04/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,143 MOFFAT STREET,MOFFAT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,09/02/2014 09:48:45 PM,08/04/2014 12:00:00 AM,04 BROOKLYN,BROOKLYN,1009986,189491,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6867483766,-73.9072027791,"(40.686748376635045, -73.90720277907378)"
28609737,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,751 FOREST AVENUE,FOREST AVENUE,EAST 156 STREET,EAST 158 STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/02/2014 03:05:29 PM,08/03/2014 03:12:17 PM,01 BRONX,BRONX,1010226,237456,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8183993449,-73.9061521129,"(40.81839934494448, -73.90615211294988)"
28610852,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10305,324 BUEL AVENUE,BUEL AVENUE,,,,,LATLONG,STATEN ISLAND,,N/A,Assigned,09/02/2014 07:39:12 PM,08/03/2014 07:41:21 PM,Unspecified STATEN ISLAND,STATEN ISLAND,958720,152130,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5842010445,-74.0919130887,"(40.584201044517755, -74.0919130887487)"
28609329,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10128,1075 PARK AVENUE,PARK AVENUE,EAST 87 STREET,EAST 88 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/02/2014 02:37:08 PM,08/03/2014 02:39:55 PM,08 MANHATTAN,MANHATTAN,996340,223940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7813315389,-73.9563447357,"(40.781331538893724, -73.956344735674)"
28610752,08/03/2014 12:00:00 AM,06/13/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10007,12 MURRAY STREET,MURRAY STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,N/A,Pending,09/02/2014 08:48:46 PM,08/03/2014 08:54:27 PM,01 MANHATTAN,MANHATTAN,982075,199163,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7133329052,-74.0078456022,"(40.71333290516334, -74.00784560218203)"
28608804,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11216,715 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/02/2014 02:38:07 PM,08/03/2014 02:46:09 PM,08 BROOKLYN,BROOKLYN,998425,185257,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6751530759,-73.9488975856,"(40.675153075852464, -73.94889758557497)"
28607750,08/03/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10303,41 SIMONSON AVENUE,SIMONSON AVENUE,,,,,LATLONG,STATEN ISLAND,,N/A,Assigned,09/02/2014 10:26:20 PM,08/03/2014 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,942257,170955,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6358090237,-74.1513001359,"(40.63580902366174, -74.15130013593473)"
28606463,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11355,134-17 DAHLIA AVENUE,DAHLIA AVENUE,CROMMELIN STREET,MAIN STREET,,,ADDRESS,Flushing,,N/A,Assigned,09/01/2014 10:19:03 AM,08/02/2014 10:25:52 AM,07 QUEENS,QUEENS,1031979,213066,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7513646796,-73.8277348174,"(40.7513646796254, -73.82773481744665)"
28602677,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10472,1589 EAST 172 STREET,EAST 172 STREET,MANOR AVENUE,STRATFORD AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,09/01/2014 10:16:31 PM,08/02/2014 10:20:47 PM,09 BRONX,BRONX,1018407,242269,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8315818039,-73.8765707638,"(40.831581803882266, -73.87657076383326)"
28606673,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11358,,,,,JORDAN STREET,35 AVENUE,INTERSECTION,Flushing,,N/A,Assigned,09/01/2014 09:15:58 PM,08/02/2014 09:24:35 PM,11 QUEENS,QUEENS,1043089,217837,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7643928694,-73.7875946036,"(40.76439286943722, -73.78759460360764)"
28599341,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,400 EAST 21ST STREET,EAST 21ST STREET,,,,,LATLONG,BROOKLYN,,N/A,Assigned,09/01/2014 01:40:40 AM,08/02/2014 01:44:05 AM,Unspecified BROOKLYN,BROOKLYN,995651,174037,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6443606572,-73.9589171258,"(40.64436065721182, -73.95891712581393)"
28604621,08/02/2014 12:00:00 AM,07/24/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,217 WEST 121 STREET,WEST 121 STREET,7 AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/01/2014 09:39:18 PM,08/02/2014 09:47:20 PM,10 MANHATTAN,MANHATTAN,997821,233202,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8067510697,-73.9509783411,"(40.80675106967965, -73.95097834113596)"
28603358,08/02/2014 12:00:00 AM,07/23/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11415,119-14 UNION TURNPIKE,UNION TURNPIKE,AUSTIN STREET,KEW GARDENS ROAD,,,ADDRESS,Kew Gardens,,N/A,Pending,09/01/2014 06:06:51 PM,08/02/2014 06:17:56 PM,09 QUEENS,QUEENS,1030490,199119,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7130915699,-73.8332048045,"(40.71309156994213, -73.83320480454478)"
28607321,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,,,,,WEST 98 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,N/A,Assigned,09/01/2014 11:18:29 PM,08/02/2014 11:21:47 PM,07 MANHATTAN,MANHATTAN,991932,229487,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7965614953,-73.9722550491,"(40.796561495274624, -73.97225504914195)"
28606024,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,993 PRESIDENT STREET,PRESIDENT STREET,NYCTA SUBWAY,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 09:21:33 AM,08/02/2014 09:37:06 AM,09 BROOKLYN,BROOKLYN,995527,183036,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6690610955,-73.9593489044,"(40.66906109545815, -73.95934890437844)"
28607122,08/02/2014 12:00:00 AM,07/09/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10463,135 WEST 238 STREET,WEST 238 STREET,FT INDEPENDENCE STREET,BEND,,,ADDRESS,BRONX,,N/A,Pending,09/01/2014 11:28:54 AM,08/02/2014 11:38:24 AM,08 BRONX,BRONX,1012544,261188,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8835294841,-73.8976773358,"(40.883529484075694, -73.89767733584449)"
28605836,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10459,1320 WEST FARMS ROAD,WEST FARMS ROAD,FREEMAN STREET,BOONE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,09/01/2014 09:19:17 PM,08/02/2014 09:31:07 PM,03 BRONX,BRONX,1015516,241573,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8296821927,-73.8870208709,"(40.82968219270543, -73.88702087088265)"
28604057,08/02/2014 12:00:00 AM,08/04/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10467,CRUGER AVENUE,CRUGER AVENUE,MACE AVENUE,ALLERTON AVENUE,,,BLOCKFACE,BRONX,,N/A,Closed,09/01/2014 09:31:09 PM,08/04/2014 12:00:00 AM,Unspecified BRONX,BRONX,1021209,254201,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8643203056,-73.8663797419,"(40.864320305590105, -73.8663797418684)"
28603391,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002,85 HENRY STREET,HENRY STREET,FORSYTH STREET,PIKE STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/01/2014 08:35:07 PM,08/02/2014 08:38:54 PM,03 MANHATTAN,MANHATTAN,986099,199086,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7131216327,-73.9933303575,"(40.7131216326565, -73.99333035749501)"
28603952,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,436 EASTERN PARKWAY,EASTERN PARKWAY,,,,,LATLONG,BROOKLYN,,N/A,Assigned,09/01/2014 03:46:04 PM,08/02/2014 03:50:07 PM,Unspecified BROOKLYN,BROOKLYN,997016,183200,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6695092169,-73.9539810784,"(40.669509216934436, -73.95398107842615)"
28605292,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,510 WEST 150 STREET,WEST 150 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Assigned,09/01/2014 07:51:21 PM,08/02/2014 07:58:05 PM,09 MANHATTAN,MANHATTAN,999220,241180,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8286461748,-73.9459070278,"(40.82864617475892, -73.94590702784637)"
28602684,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208,549 ESSEX STREET,ESSEX STREET,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 12:52:49 PM,08/02/2014 12:55:24 PM,05 BROOKLYN,BROOKLYN,1017317,183539,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6703871464,-73.8807983621,"(40.670387146404146, -73.88079836210851)"
28606015,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10460,620 VAN NEST AVENUE,VAN NEST AVENUE,GARFIELD STREET,FILLMORE STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/01/2014 04:20:44 PM,08/02/2014 04:23:00 PM,11 BRONX,BRONX,1020940,246378,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8428496455,-73.8673950883,"(40.84284964551942, -73.86739508827908)"
28607318,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11203,974 EAST 48 STREET,EAST 48 STREET,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 03:11:37 PM,08/02/2014 03:26:05 PM,17 BROOKLYN,BROOKLYN,1003441,171649,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6377926572,-73.9308530927,"(40.637792657178494, -73.93085309267822)"
28603389,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033,350 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST 175 STREET,WEST 176 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/01/2014 12:16:17 PM,08/02/2014 12:23:16 PM,12 MANHATTAN,MANHATTAN,1000878,247828,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.846890036,-73.9398994895,"(40.84689003602759, -73.93989948945352)"
28607123,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11222,85 EAGLE STREET,EAGLE STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 10:36:17 AM,08/02/2014 10:44:48 AM,01 BROOKLYN,BROOKLYN,996045,207039,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7349430183,-73.9574395893,"(40.73494301833083, -73.95743958931382)"
28603390,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10453,1720 UNIVERSITY AVENUE,UNIVERSITY AVENUE,BRANDT PLACE,WEST 176 STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/01/2014 12:21:35 PM,08/02/2014 12:29:29 PM,05 BRONX,BRONX,1006976,248508,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8487428457,-73.9178564866,"(40.84874284565058, -73.91785648661472)"
28607154,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11373,79-43 GRAND AVENUE,GRAND AVENUE,80 STREET,82 STREET,,,ADDRESS,Elmhurst,,N/A,Assigned,09/01/2014 07:33:14 PM,08/02/2014 07:39:00 PM,04 QUEENS,QUEENS,1016192,205999,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7320386627,-73.8847472892,"(40.732038662719, -73.88474728923042)"
28606464,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,,,,,CROWN AVENUE,CARLTON BOULEVARD,INTERSECTION,STATEN ISLAND,,N/A,Assigned,09/01/2014 10:06:01 AM,08/02/2014 10:12:16 AM,03 STATEN ISLAND,STATEN ISLAND,932795,140241,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5514555491,-74.1851575745,"(40.55145554912401, -74.18515757446036)"
28603953,08/02/2014 12:00:00 AM,07/25/2014 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,326 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,N/A,Pending,09/01/2014 07:35:54 PM,08/02/2014 07:37:54 PM,Unspecified BROOKLYN,BROOKLYN,993871,184495,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.673067678,-73.9653163357,"(40.673067678049364, -73.96531633572069)"
28602699,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,139 SOMERS STREET,SOMERS STREET,MOTHER GASTON BOULEVARD,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 11:05:12 AM,08/02/2014 11:12:03 AM,16 BROOKLYN,BROOKLYN,1009997,186749,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6792221835,-73.9071735931,"(40.679222183504706, -73.90717359313884)"
28604503,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11206,100 PULASKI STREET,PULASKI STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 06:11:47 PM,08/02/2014 06:17:54 PM,03 BROOKLYN,BROOKLYN,998821,191601,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6925652627,-73.9474562442,"(40.69256526266094, -73.9474562442301)"
28604599,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11218,555 EAST 5 STREET,EAST 5 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/01/2014 07:48:40 AM,08/02/2014 07:52:34 AM,12 BROOKLYN,BROOKLYN,991283,172063,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6389469967,-73.9746590293,"(40.63894699672811, -73.9746590293325)"
28605262,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11355,43-18 MAIN STREET,MAIN STREET,CHERRY AVENUE,DAHLIA AVENUE,,,ADDRESS,Flushing,,N/A,Assigned,09/01/2014 10:23:56 AM,08/02/2014 10:29:01 AM,07 QUEENS,QUEENS,1032325,213295,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7519913511,-73.8264843882,"(40.75199135108394, -73.82648438816655)"
28604511,08/02/2014 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10011,112 8 AVENUE,8 AVENUE,WEST 15 STREET,WEST 16 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/01/2014 11:18:30 PM,08/02/2014 11:29:17 PM,04 MANHATTAN,MANHATTAN,983762,209163,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7407807237,-74.0017610258,"(40.740780723738915, -74.00176102580623)"
