ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
37135,N.Y. PAWNBROKERS III INC., ,PAWNBROKER,1292397,"557 WEST  207 STREET, NEW YORK, NY 10034",557,WEST  207 STREET,NEW YORK,NY,10034,Manhattan, ,(718) 665-0252
37450,EMPIRE PAWN & FUNDING INC., ,PAWNBROKER,1294387,"37 WEST   47 STREET, NEW YORK, NY 10036",37,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,BOOTH 701,(212) 730-9350
37835,"GEM FINANCIAL SERVICES, INC",GEM PAWNBROKERS,PAWNBROKER,1298003,"420 EAST  149 STREET, BRONX, NY 10455",420,EAST  149 STREET,BRONX,NY,10455,Bronx, ,(718) 237-1166
37962,"WEST POINT JEWELRY, CORP.", ,PAWNBROKER,1299002,"101 CLINTON STREET, NEW YORK, NY 10002",101,CLINTON STREET,NEW YORK,NY,10002,Manhattan, ,(212) 979-2735
37982,ATLANTIC PAWN SHOP INC, ,PAWNBROKER,1299144,"3028 ATLANTIC AVENUE, BROOKLYN, NY 11208",3028,ATLANTIC AVENUE,BROOKLYN,NY,11208,Brooklyn, ,(718) 348-4100
38331,"GUZMAN, VICTOR MANUEL",V.M.G JEWELRY PAWN SHOP,PAWNBROKER,1301416,"3646 BROADWAY, NEW YORK, NY 10031",3646,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(212) 281-6360
38351,FAST CASH OF APOLLO PAWN SHOP INC., ,PAWNBROKER,1301523,"106 E 125TH ST, NEW YORK, NY 10035",106,E 125TH ST,NEW YORK,NY,10035,Manhattan, ,(212) 280-0821
38416,"ACEVEDO, LISETTE",LISETTE PAWN SHOP,PAWNBROKER,1301941,"2265 CROTONA AVE, BRONX, NY 10457",2265,CROTONA AVE,BRONX,NY,10457,Bronx, ,(917) 225-9055
38570,QUEENS TRIBOROUGH BRIDGE PAWN & JEWELRY LLC, ,PAWNBROKER,1302927,"29-22A HOYT AVENUE SOUTH, ASTORIA, NY 11102",29-22A,HOYT AVENUE SOUTH,ASTORIA,NY,11102,Queens, ,(718) 000-0000
38745,"DJ'S PAWNBROKER, INC.", ,PAWNBROKER,1303800,"43-22 QUEENS BOULEVARD, SUNNYSIDE, NY 11104",43-22,QUEENS BOULEVARD,SUNNYSIDE,NY,11104,Queens, ,(718) 217-5558
38778,"BUDGET PAWN BROKERS, INC", ,PAWNBROKER,1303946,"81-38 BAXTER AVENUE, ELMHURST, NY 11373",81-38,BAXTER AVENUE,ELMHURST,NY,11373,Queens, ,(347) 400-9466
38834,NEW LIBERTY PAWN SHOP INC., ,PAWNBROKER,1304173,"67 W 47TH ST, NEW YORK, NY 10036",67,W 47TH ST,NEW YORK,NY,10036,Manhattan,MEZZANINE,(212) 278-8282
38856,LOANSRUS LTD, ,PAWNBROKER,1304263,"156 EAST  116 STREET, NEW YORK, NY 10029",156,EAST  116 STREET,NEW YORK,NY,10029,Manhattan, ,(212) 996-2675
38917,"GEM FINANCIAL SERVICES, INC.",GEM PAWNBROKERS,PAWNBROKER,1304609,"3513A BROADWAY, NEW YORK, NY 10031",3513A,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(718) 237-1166
39164,"GEM FINANCIAL SERVICES, INC.",GEM PAWNBROKERS,PAWNBROKER,1305684,"1334 ST NICHOLAS AVENUE, NEW YORK, NY 10033",1334,ST NICHOLAS AVENUE,NEW YORK,NY,10033,Manhattan, ,(718) 237-1166
39194,MODELL COLLATERAL LOANS INC, ,PAWNBROKER,1305887,"116-17 JAMAICA AVENUE, RICHMOND HILL, NY 11418",116-17,JAMAICA AVENUE,RICHMOND HILL,NY,11418,Queens, ,(212) 982-1818
39272,HEIRLOOM JEWELRY INC, ,PAWNBROKER,1306217,"952 SOUTHERN BOULEVARD, BRONX, NY 10459",952,SOUTHERN BOULEVARD,BRONX,NY,10459,Bronx, ,(718) 589-8828
39618,MODERN PAWN BROKERS INC., ,PAWNBROKER,1307461,"43 WEST   47 STREET, NEW YORK, NY 10036",43,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,SUITE 201,(212) 302-2008
39858,CASTLE HILL PAWNBROKERS LLC, ,PAWNBROKER,1308376,"1219A CASTLE HILL AVENUE, BRONX, NY 10462",1219A,CASTLE HILL AVENUE,BRONX,NY,10462,Bronx, ,(718) 822-2274
39916,DF JEWELRY INC, ,PAWNBROKER,1308556,"30 DEKALB AVENUE, BROOKLYN, NY 11201",30,DEKALB AVENUE,BROOKLYN,NY,11201,Brooklyn, ,(718) 875-1577
40626,"REYES, JUAN",REYES PAWN SHOP,PAWNBROKER,1311667,"23-27 1 AVENUE, NEW YORK, NY 10035",23-27,1 AVENUE,NEW YORK,NY,10035,Manhattan, ,(212) 987-3485
40666,"5 BOROUGH PAWN, LLC", ,PAWNBROKER,1311898,"1213 MYRTLE AVENUE, BROOKLYN, NY 11221",1213,MYRTLE AVENUE,BROOKLYN,NY,11221,Brooklyn, ,(718) 452-1864
41238,"AB LIBERTY PAWNBROKERS, INC.", ,PAWNBROKER,1315074,"826 FLUSHING AVENUE, BROOKLYN, NY 11206",826,FLUSHING AVENUE,BROOKLYN,NY,11206,Brooklyn, ,(718) 574-7296
41420,BEST DEAL CENTER CORP., ,PAWNBROKER,1316545,"504 WILLIS AVENUE, BRONX, NY 10455",504,WILLIS AVENUE,BRONX,NY,10455,Bronx, ,(718) 401-8888
41644,CIRCA CAPITAL LLC, ,PAWNBROKER,1318258,"415 MADISON AVENUE, NEW YORK, NY 10017",415,MADISON AVENUE,NEW YORK,NY,10017,Manhattan, ,(212) 486-6013
41949,"GOLD LIFE JEWELRY & DISCOUNT, INC.", ,PAWNBROKER,1320675,"50 EAST  161 STREET, BRONX, NY 10451",50,EAST  161 STREET,BRONX,NY,10451,Bronx, ,(718) 292-5702
42388,"JADE PAWNBROKERS, INC.", ,PAWNBROKER,1323635,"132 E FORDHAM RD, BRONX, NY 10458",132,E FORDHAM RD,BRONX,NY,10458,Bronx, ,(347) 726-6253
42706,GOLD STOP PAWN SHOP INC., ,PAWNBROKER,1325523,"1480 AMSTERDAM AVENUE, NEW YORK, NY 10031",1480,AMSTERDAM AVENUE,NEW YORK,NY,10031,Manhattan,STORE# 2,(646) 265-4911
42711,L.A. PAWNSHOP CORP., ,PAWNBROKER,1325544,"155C WEST KINGSBRIDGE ROAD, BRONX, NY 10463",155C,WEST KINGSBRIDGE ROAD,BRONX,NY,10463,Bronx, ,(917) 662-2475
42958,E Z PAWN CORP., ,PAWNBROKER,1326966,"153-05 JAMAICA AVENUE, JAMAICA, NY 11432",153-05,JAMAICA AVENUE,JAMAICA,NY,11432,Queens, ,(212) 828-0200
42972,"FRANKIE'S 5 ANGELS VARIETY STORE, LLC", ,PAWNBROKER,1327053,"380 RALPH AVENUE, BROOKLYN, NY 11233",380,RALPH AVENUE,BROOKLYN,NY,11233,Brooklyn, ,(347) 413-6003
43170,"ICE JEWELRY BUYING SERVICE, LLC.", ,PAWNBROKER,1327964,"98-30 QUEENS BOULEVARD, REGO PARK, NY 11374",98-30,QUEENS BOULEVARD,REGO PARK,NY,11374,Queens, ,(718) 380-0030
43428,"CORNELIO, JOSE",908 ST NICHOLAS PAWN SHOP,PAWNBROKER,1329288,"908 ST NICHOLAS AVENUE, NEW YORK, NY 10032",908,ST NICHOLAS AVENUE,NEW YORK,NY,10032,Manhattan, ,(646) 457-7605
43952,"EAST PAWNBROKER, INC.", ,PAWNBROKER,1333095,"1627 PITKIN AVENUE, BROOKLYN, NY 11212",1627,PITKIN AVENUE,BROOKLYN,NY,11212,Brooklyn, ,(718) 566-6338
44131,PAWNPAL INC, ,PAWNBROKER,1334123,"83-25 ROOSEVELT AVENUE, JACKSON HEIGHTS, NY 11372",83-25,ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,Queens, ,(917) 680-7567
44341,IZZY'S PAWN SHOP II INC, ,PAWNBROKER,1335277,"48 WILLOUGHBY STREET, BROOKLYN, NY 11201",48,WILLOUGHBY STREET,BROOKLYN,NY,11201,Brooklyn, ,(917) 226-7000
44636,YU & M. JEWELRY INC, ,PAWNBROKER,1336726,"739 LYDIG AVENUE, BRONX, NY 10462",739,LYDIG AVENUE,BRONX,NY,10462,Bronx, ,(718) 430-0537
44637,COBRA 2 INC, ,PAWNBROKER,1336727,"672 EAST TREMONT AVENUE, BRONX, NY 10457",672,EAST TREMONT AVENUE,BRONX,NY,10457,Bronx, ,(718) 583-8999
44662,ALDOR JEWELRY CREATIONS INC, ,PAWNBROKER,1336806,"22-39 31 STREET, QUEENS, NY 11105",22-39,31 STREET,QUEENS,NY,11105,Queens, ,(718) 274-0855
44942,PAWN BROKERS OF AMERICA II LTD, ,PAWNBROKER,1338039,"227-19 MERRICK BLVD, LAURELTON, NY 11413",227-19,MERRICK BLVD,LAURELTON,NY,11413,Queens, ,(212) 840-7078
44946,PAWN BROKERS OF AMERICA III LTD., ,PAWNBROKER,1338053,"438 PORT RICHMOND AVENUE, STATEN ISLAND, NY 10302",438,PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,Staten Island, ,(212) 840-7078
44996,"GEM FINANCIAL SERVICES, INC",GEM PAWNBROKERS,PAWNBROKER,1338261,"1049 WESTCHESTER AVENUE, BRONX, NY 10459",1049,WESTCHESTER AVENUE,BRONX,NY,10459,Bronx, ,(718) 237-1166
45019,"CORNELIO, FRANCINA",106 STREET PAWN SHOP,PAWNBROKER,1338340,"346 EAST  106 STREET, NEW YORK, NY 10029",346,EAST  106 STREET,NEW YORK,NY,10029,Manhattan, ,(999) 999-9999
45152,GAVRIEL'S GOLD MARKET INC, ,PAWNBROKER,1338781,"2056-60 LEXINGTON AVENUE, NEW YORK, NY 10035",2056-60,LEXINGTON AVENUE,NEW YORK,NY,10035,Manhattan, ,(212) 828-0150
45153,ARTHUR'S GOLD MARKET CORP, ,PAWNBROKER,1338784,"2 WEST 125 STREET, NEW YORK, NY 10027",2,WEST 125 STREET,NEW YORK,NY,10027,Manhattan, ,(917) 450-8209
45154,DIAMOND KING 145 INC, ,PAWNBROKER,1338788,"3544 BROADWAY, NEW YORK, NY 10031",3544,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(212) 694-0145
45584,TOP DOLLAR PAWNBROKER INC, ,PAWNBROKER,1340339,"1720 RICHMOND AVENUE, STATEN ISLAND, NY 10314",1720,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island, ,(718) 370-2200
45716,J.W.G. PAWN SHOP INC,THIRD AVENUE PAWN BROKER,PAWNBROKER,1340699,"1996 3 AVENUE, NEW YORK, NY 10029",1996,3 AVENUE,NEW YORK,NY,10029,Manhattan, ,(212) 369-1257
45975,"PEDRO, RINCON",RINCON JEWELRY II,PAWNBROKER,1341581,"1432B EAST GUN HILL ROAD, BRONX, NY 10469",1432B,EAST GUN HILL ROAD,BRONX,NY,10469,Bronx, ,(917) 482-4311
46045,"DUNLOP, WINSTON O",GUN HILL EXCHANGE,PAWNBROKER,1341786,"275 EAST GUN HILL RD, BRONX, NY 10467",275,EAST GUN HILL RD,BRONX,NY,10467,Bronx, ,(917) 569-2756
46079,AJ'S CASTLE JEWELRY CORP., ,PAWNBROKER,1341870,"163-18 JAMAICA AVE, QUEENS, NY 11432",163-18,JAMAICA AVE,QUEENS,NY,11432,Queens, ,(718) 739-1020
46189,"QUICK CASH OF FLATBUSH & LENOX RD, LLC", ,PAWNBROKER,1342176,"753 FLATBUSH AVENUE, BROOKLYN, NY 11226",753,FLATBUSH AVENUE,BROOKLYN,NY,11226,Brooklyn, ,(718) 287-2274
46309,KHARAG PAWNSHOP INC, ,PAWNBROKER,1342644,"9022 SUTPHIN BOULEVARD, JAMAICA, NY 11435",9022,SUTPHIN BOULEVARD,JAMAICA,NY,11435,Queens, ,(718) 297-1237
46377,COMMUNITY PAWNBROKERS INC., ,PAWNBROKER,1342934,"8215 FLATLANDS AVENUE, BROOKLYN, NY 11236",8215,FLATLANDS AVENUE,BROOKLYN,NY,11236,Brooklyn, ,(718) 444-2200
46378,COMMUNITY PAWNBROKERS INC., ,PAWNBROKER,1342935,"1258 BROADWAY, NEW YORK, NY 11221",1258,BROADWAY,NEW YORK,NY,11221,Brooklyn, ,(718) 444-2200
46399,FEVER OF GOLD INC, ,PAWNBROKER,1343018,"1798 3 AVENUE, NEW YORK, NY 10029",1798,3 AVENUE,NEW YORK,NY,10029,Manhattan, ,(212) 360-7373
46428,PAWN BROKERS OF AMERICA V LTD., ,PAWNBROKER,1343173,"105-09 CROSS BAY BOULEVARD, OZONE PARK, NY 11417",105-09,CROSS BAY BOULEVARD,OZONE PARK,NY,11417,Queens, ,(917) 721-7324
46861,JEWELCAP INC., ,PAWNBROKER,1344827,"608 5 AVENUE, NEW YORK, NY 10020",608,5 AVENUE,NEW YORK,NY,10020,Manhattan,SUITE  605,(212) 459-0333
46968,STUDIO PAWN INC, ,PAWNBROKER,1345240,"2240 BARTOW AVE, BRONX, NY 10475",2240,BARTOW AVE,BRONX,NY,10475,Bronx, ,(516) 967-5519
47056,PRIMOS PAWNBROKER INC, ,PAWNBROKER,1345497,"107-10 ROCKAWAY BOULEVARD, QUEENS, NY 11417",107-10,ROCKAWAY BOULEVARD,QUEENS,NY,11417,Queens, ,(917) 531-5508
47223,DIAMOND LENDER LLC, ,PAWNBROKER,1346203,"576 5TH AVE, NEW YORK, NY 10036",576,5TH AVE,NEW YORK,NY,10036,Manhattan,SUITE 501,(917) 669-0535
47288,LAWN ISLAND CORP, ,PAWNBROKER,1346453,"152 NEW DORP LN, STATEN ISLAND, NY 10306",152,NEW DORP LN,STATEN ISLAND,NY,10306,Staten Island, ,(718) 413-6175
47319,PAWNIT JEROME CORP, ,PAWNBROKER,1346576,"2001A JEROME AVENUE, BRONX, NY 10453",2001A,JEROME AVENUE,BRONX,NY,10453,Bronx, ,(718) 466-6100
47450,EKE GOLD BUYER INC.,FAST CASH PAWNBROKER,PAWNBROKER,1347063,"1805 FOREST AVENUE, STATEN ISLAND, NY 10303",1805,FOREST AVENUE,STATEN ISLAND,NY,10303,Staten Island, ,(718) 556-2274
47774,GLORY PAWNBROKERS INC., ,PAWNBROKER,1348309,"852 EAST TREMONT AVENUE, BRONX, NY 10460",852,EAST TREMONT AVENUE,BRONX,NY,10460,Bronx, ,(718) 991-9898
47992,E Z PAWN CORP, ,PAWNBROKER,1349431,"200 WEST 14TH STREET, NEW YORK, NY 10011",200,WEST 14TH STREET,NEW YORK,NY,10011,Manhattan, ,(212) 242-7296
48285,FRANKIE'S 5 ANGELS VARIETY STORE LLC, ,PAWNBROKER,1351174,"1170 PARK PLACE, BROOKLYN, NY 11236",1170,PARK PLACE,BROOKLYN,NY,11236,Brooklyn, ,() -
48297,J R PAWNSHOP CORP, ,PAWNBROKER,1351330,"943B WESTCHESTER AVENUE, BRONX, NY 10459",943B,WESTCHESTER AVENUE,BRONX,NY,10459,Bronx, ,(347) 998-3035
48379,"ASLAN Z, CORP",NUMERO UNO JEWELRY,PAWNBROKER,1351819,"179 EAST  116 STREET, NEW YORK, NY 10029",179,EAST  116 STREET,NEW YORK,NY,10029,Manhattan, ,(212) 289-6115
48474,"GEM FINANCIAL SERVICES, INC.",GEM PAWNBROKERS,PAWNBROKER,1352471,"1724 PITKIN AVENUE, BROOKLYN, NY 11212",1724,PITKIN AVENUE,BROOKLYN,NY,11212,Brooklyn, ,(712) 237-1166
48485,"EASY 1 CELL & PAWN, CORP.", ,PAWNBROKER,1352526,"511 W 181ST ST, NEW YORK, NY 10033",511,W 181ST ST,NEW YORK,NY,10033,Manhattan, ,(646) 861-7883
48542,"A LIBERTY PAWNBROKERS, INC.", ,PAWNBROKER,1352811,"1810 WEIRFIELD STREET, RIDGEWOOD, NY 11385",1810,WEIRFIELD STREET,RIDGEWOOD,NY,11385,Queens, ,(347) 721-3393
48572,S R SOUNDVIEW AVE PAWNSHOP INC., ,PAWNBROKER,1352941,"805 SOUNDVIEW AVENUE, BRONX, NY 10473",805,SOUNDVIEW AVENUE,BRONX,NY,10473,Bronx, ,(347) 726-5998
48655,LOTTO JEWELRY INC,LJI JEWELRY,PAWNBROKER,1353627,"3021 WESTCHESTER AVENUE, BRONX, NY 10461",3021,WESTCHESTER AVENUE,BRONX,NY,10461,Bronx, ,(914) 512-1618
48681,ROSS PRECIOUS METALS CORP, ,PAWNBROKER,1353798,"47 WEST   47 STREET, NEW YROK, NY 10036",47,WEST   47 STREET,NEW YROK,NY,10036,Manhattan, ,(212) 221-4500
48722,"P&S PAWN, INC.",PAWN AND SELL,PAWNBROKER,1354128,"62-17 NORTHERN BOULEVARD, WOODSIDE, NY 11377",62-17,NORTHERN BOULEVARD,WOODSIDE,NY,11377,Queens, ,(718) 726-7296
48821,LOTTO JEWELRY INC,LJI JEWELRY,PAWNBROKER,1354701,"3645 BRUCKNER BLVD, BRONX, NY 10461",3645,BRUCKNER BLVD,BRONX,NY,10461,Bronx, ,(914) 512-1618
49367,5 BOROUGH PAWN LLC, ,PAWNBROKER,1358761,"2025 MERMAID AVE, BROOKLYN, NY 11224",2025,MERMAID AVE,BROOKLYN,NY,11224,Brooklyn, ,(718) 847-1864
49498,145 STREET JEWELRY INC, ,PAWNBROKER,1359627,"2504 7TH AVE, NEW YORK, NY 10039",2504,7TH AVE,NEW YORK,NY,10039,Manhattan, ,() -
49538,GLOBAL PAWN INC., ,PAWNBROKER,1359925,"37 W 47TH ST, NEW YORK, NY 10036",37,W 47TH ST,NEW YORK,NY,10036,Manhattan,203A,(917) 561-5346
49563,"LEVY, ARIEL",ALEX ENTERPRISE,PAWNBROKER,1360141,"1213 40 AVENUE, LONG ISLAND CTY, NY 11101",1213,40 AVENUE,LONG ISLAND CTY,NY,11101,Queens, ,(718) 482-7605
49745,GOLD DIAMOND SELECTION INC, ,PAWNBROKER,1361216,"885-887 FLATBUSH AVE, BROOKLYN, NY 11226",885-887,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn, ,(718) 282-1879
49757,CORONA CASA DE EMPENO INC, ,PAWNBROKER,1361272,"10312A NORTHERN BLVD, CORONA, NY 11368",10312A,NORTHERN BLVD,CORONA,NY,11368,Queens, ,(718) 565-1050
49831,PAWN BROKERS OF AMERICA II LTD, ,PAWNBROKER,1361673,"7906 FLATLAND AVE, BROOKLYN, NY 11236",7906,FLATLAND AVE,BROOKLYN,NY,11236,Brooklyn, ,(718) 444-4700
49934,GENERATION JEWELERS LLC,THE GOLD STANDARD,PAWNBROKER,1362206,"70-54 AUSTIN ST, FOREST HILLS, NY 11375",70-54,AUSTIN ST,FOREST HILLS,NY,11375,Queens, ,(347) 561-7936
50082,ACCESS BROKER CORP, ,PAWNBROKER,1363142,"1317 DEKALB AVE, BROOKLYN, NY 11221",1317,DEKALB AVE,BROOKLYN,NY,11221,Brooklyn, ,(718) 443-9426
50171,"CORNELIO, CYNTHIA",2315 SECOND AVE PAWN SHOP,PAWNBROKER,1363625,"2315 2 AVENUE, NEW YORK, NY 10035",2315,2 AVENUE,NEW YORK,NY,10035,Manhattan, ,(212) 427-0558
50176,APPLE COLLATERALES INC, ,PAWNBROKER,1363665,"27 WEST   47 STREET, NEW YORK, NY 10036",27,WEST   47 STREET,NEW YORK,NY,10036,Manhattan, ,(212) 869-3366
50266,"TORRES, JUAN F",STADIUM GOLD & PAWNSHOP,PAWNBROKER,1364328,"386 E 161TH ST, BRONX, NY 10451",386,E 161TH ST,BRONX,NY,10451,Bronx, ,(718) 450-8910
50316,E Z PAWN CORP, ,PAWNBROKER,1364706,"4521 QUEENS BLVD, SUNNYSIDE, NY 11104",4521,QUEENS BLVD,SUNNYSIDE,NY,11104,Queens, ,(212) 828-0200
50344,DIAMCAPITAL LLC, ,PAWNBROKER,1364863,"535 5TH AVENUE, NEW YORK, NY 10017",535,5TH AVENUE,NEW YORK,NY,10017,Manhattan,18TH FL,(646) 758-0290
50558,PAWN BROKER OF AMERICA II LTD, ,PAWNBROKER,1366472,"980 E 233RD ST, BRONX, NY 10466",980,E 233RD ST,BRONX,NY,10466,Bronx, ,(718) 881-3818
50562,PAWN SHOP OF SUNNYSIDE LTD, ,PAWNBROKER,1366492,"46-19 GREENPOINT AVE, SUNNYSIDE, NY 11104",46-19,GREENPOINT AVE,SUNNYSIDE,NY,11104,Queens, ,(718) 482-7088
50635,COMMUNITY BUY & SELL INC., ,PAWNBROKER,1366976,"829 VAN SICLEN AVENUE, BROOKLYN, NY 11207",829,VAN SICLEN AVENUE,BROOKLYN,NY,11207,Brooklyn, ,(718) 919-2200
50736,"QUEEN NATASHA 111, CORP", ,PAWNBROKER,1367564,"50 EAST  125 STREET, NEW YORK, NY 10035",50,EAST  125 STREET,NEW YORK,NY,10035,Manhattan, ,(917) 406-3666
50738,MDM COLLATERAL LOAN CORP, ,PAWNBROKER,1367579,"1275 78 STREET, BROOKLYN, NY 11228",1275,78 STREET,BROOKLYN,NY,11228,Brooklyn, ,(347) 517-4943
50809,IRAS JEWELRY AND COIN INC,QUICK FIX JEWELERS,PAWNBROKER,1368023,"8707 5TH AVE, BROOKLYN, NY 11209",8707,5TH AVE,BROOKLYN,NY,11209,Brooklyn, ,(718) 872-5757
51032,"EMPIRE DIAMOND PAWNBROKERS, INC", ,PAWNBROKER,1370175,"10 WEST   47 STREET, NEW YORK, NY 10036",10,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,SUITE 303,(212) 944-8400
51095,SEAPOD CAPITAL GROUP LLC,SEAPOD PAWNBROKERS,PAWNBROKER,1370681,"835A PENNSYLVANIA AVENUE, BROOKLYN, NY 11207",835A,PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,Brooklyn, ,(718) 827-2673
51164,SEAPOD CAPITAL GROUP LLC,SEAPOD PAWNBROKERS,PAWNBROKER,1371193,"439 CRESCENT STREET, BROOKLYN, NY 11208",439,CRESCENT STREET,BROOKLYN,NY,11208,Brooklyn, ,(718) 827-2673
51252,PAWN SHOP OF AMERICA INC, ,PAWNBROKER,1371916,"31 WEST 47 STREET, NEW YORK, NY 10036",31,WEST 47 STREET,NEW YORK,NY,10036,Manhattan,2ND FLOOR/SUITE 204,(212) 398-2185
51266,"ACEVEDO, LISETTE",GOLD STAR PAWN SHOP,PAWNBROKER,1372029,"710 CASTLE HILL AVENUE, BRONX, NY 10473",710,CASTLE HILL AVENUE,BRONX,NY,10473,Bronx, ,(917) 225-9055
51486,ROBERT'S JEWELRY INC, ,PAWNBROKER,1373527,"3477 BOSTON RD, BRONX, NY 10469",3477,BOSTON RD,BRONX,NY,10469,Bronx, ,(718) 994-1630
51667,ROBERT'S JEWELRY INC, ,PAWNBROKER,1374591,"605 E 187TH ST, BRONX, NY 10458",605,E 187TH ST,BRONX,NY,10458,Bronx, ,(718) 584-5793
51707,ANCOR GOLD INC.,EMPIREGOLDBUYERS.COM,PAWNBROKER,1374833,"370 LEXINGTON ST, NEW YORK, NY 10017",370,LEXINGTON ST,NEW YORK,NY,10017,Manhattan,SUITE 310,(212) 382-1020
51867,TODD'S PAWN INC., ,PAWNBROKER,1375663,"20 W 47TH ST, NEW YORK, NY 10036",20,W 47TH ST,NEW YORK,NY,10036,Manhattan,SUITE 402,(718) 938-5915
52103,ELEGANT JEWELRY INC, ,PAWNBROKER,1376627,"45-31B BELL BOULEVARD, BAYSIDE, NY 11361",45-31B,BELL BOULEVARD,BAYSIDE,NY,11361,Queens, ,(718) 551-6567
52123,"EMPIRE GOLD & PAWN OF ROSEDALE, INC.", ,PAWNBROKER,1376680,"24120 S CONDUIT AVE, ROSEDALE, NY 11422",24120,S CONDUIT AVE,ROSEDALE,NY,11422,Queens,EAST UNIT,(718) 564-9706
52141,554 TWINS JEWELRY CORP, ,PAWNBROKER,1376756,"554 SOUTHERN BOULEVARD, BRONX, NY 10455",554,SOUTHERN BOULEVARD,BRONX,NY,10455,Bronx, ,(732) 589-9720
52297,GENERATION JEWELERS LLC,THE GOLD STANDARD,PAWNBROKER,1377300,"254-10 HILLSIDE AVENUE, FLORAL PARK, NY 11004",254-10,HILLSIDE AVENUE,FLORAL PARK,NY,11004,Queens, ,(516) 513-0830
52471,PAWNIT NOW CORP, ,PAWNBROKER,1377920,"1205 JEROME AVE, BRONX, NY 10452",1205,JEROME AVE,BRONX,NY,10452,Bronx, ,(718) 861-6100
52546,FRANKIE'S 5 ANGELS VARIETY STORE LLC, ,PAWNBROKER,1378226,"120 MARCUS GARVEY BOULEVARD, BROOKLYN, NY 11206",120,MARCUS GARVEY BOULEVARD,BROOKLYN,NY,11206,Brooklyn, ,(646) 591-1785
52574,PAWN CITY CORP, ,PAWNBROKER,1378301,"2699 FREDERICK DOUGLAS BLVD, NEW YORK, NY 10030",2699,FREDERICK DOUGLAS BLVD,NEW YORK,NY,10030,Manhattan, ,(212) 862-7929
52614,"BROADWAY BUY & PAWN, CORP.", ,PAWNBROKER,1378442,"7610 ROOSEVELT AVE, JACKSON HEIGHTS, NY 11372",7610,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,Queens, ,(718) 565-3140
52895,DIAMOND DISTRICT OF BROADWAY INC, ,PAWNBROKER,1379355,"3516 BROADWAY, NEW YORK, NY 10031",3516,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(212) 926-9196
53099,"NETTES, INC",VALENTINO JEWELERS,PAWNBROKER,1380056,"449 KINGS HIGHWAY, BROOKLYN, NY 11223",449,KINGS HIGHWAY,BROOKLYN,NY,11223,Brooklyn, ,(718) 645-2000
53319,PAWN SHOP OF SUNNYSIDE LTD,PAWN SHOP OF RIDGEWOOD,PAWNBROKER,1380798,"58-03 METROPOLITAN AVENUE, RIDGEWOOD, NY 11385",58-03,METROPOLITAN AVENUE,RIDGEWOOD,NY,11385,Queens, ,(718) 366-3090
53358,SEVEN AVE GOLDEN PAWN SHOP INC, ,PAWNBROKER,1380929,"2482 7 AVENUE, NY, NY 10030",2482,7 AVENUE,NY,NY,10030,Manhattan, ,(212) ???-????
53442,USA GC LLC, ,PAWNBROKER,1381274,"1572 PITKIN AVE, BROOKLYN, NY 11212",1572,PITKIN AVE,BROOKLYN,NY,11212,Brooklyn, ,(732) 345-7802
53444,USA GC LLC, ,PAWNBROKER,1381276,"422 KNICKERBOCKER AVE, BROOKLYN, NY 11237",422,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn, ,(732) 345-7802
53445,ROYAL GEMS I CORP, ,PAWNBROKER,1381278,"55 W 47TH ST, NEW YORK, NY 10036",55,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 203,(212) 575-1943
53446,USA GC LLC, ,PAWNBROKER,1381279,"60 GRAHAM AVE, BROOKLYN, NY 11206",60,GRAHAM AVE,BROOKLYN,NY,11206,Brooklyn, ,(732) 345-7802
53451,USA GC LLC, ,PAWNBROKER,1381289,"16221 JAMAICA AVE, JAMAICA, NY 11432",16221,JAMAICA AVE,JAMAICA,NY,11432,Queens, ,(732) 345-7802
53536,"LVL GROUP, INC", ,PAWNBROKER,1381618,"251-57 JERICHO TPKE, BELLEROSE, NY 11426",251-57,JERICHO TPKE,BELLEROSE,NY,11426,Queens, ,(718) 470-1100
53544,SOSO EZ PAWN CORP., ,PAWNBROKER,1381652,"74 W 47TH ST, NEW YORK, NY 10036",74,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 202A,(917) 774-8235
53545,EZ PAWN BROKERS INC., ,PAWNBROKER,1381655,"58 WEST   47 STREET, NEW YORK, NY 10036",58,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,BOOTH 36,(718) 502-4402
