GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",2137,108,497,129,1640,162
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",1166,91,650,113,516,121
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",1603,73,794,115,809,127
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",1101,85,607,150,494,150
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",755,40,477,66,278,68
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,11,0,11,0,11
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",847,64,338,64,509,71
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,11,0,11,0,11
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",867,57,306,70,561,76
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",1519,83,428,117,1091,131
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",1011,89,344,101,667,106
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",1901,179,622,162,1279,215
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",1053,77,338,91,715,96
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",1263,99,362,101,901,109
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",770,74,558,73,212,72
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",1663,75,71,42,1592,78
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",689,44,435,69,254,67
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",592,58,199,60,393,63
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",1022,59,594,91,428,102
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",1588,108,416,99,1172,116
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",996,106,353,103,643,122
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",818,69,333,74,485,85
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",2155,146,1039,203,1116,176
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",1156,82,371,83,785,107
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",1732,119,664,148,1068,153
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",1552,96,487,120,1065,128
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",1616,92,829,145,787,148
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",693,52,348,85,345,82
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",1335,120,230,84,1105,138
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",746,67,382,69,364,68
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",1723,121,525,117,1198,131
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",616,65,444,78,172,60
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",654,66,182,49,472,69
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",625,43,456,46,169,53
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",1315,104,384,95,931,118
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",839,43,477,73,362,76
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",2088,149,762,130,1326,181
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",1016,102,385,81,631,96
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",1484,56,513,109,971,117
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",549,63,89,39,460,69
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",1430,93,311,93,1119,127
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",1920,58,45,40,1875,69
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",594,37,166,47,428,50
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",2470,146,654,127,1816,182
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",1058,48,301,84,757,84
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",1522,76,137,51,1385,79
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",1006,62,324,99,682,112
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",1460,111,211,67,1249,120
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",1276,111,422,136,854,138
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",1668,74,332,98,1336,102
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",1154,83,166,79,988,104
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",1358,97,288,85,1070,115
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",585,52,210,44,375,62
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",1328,108,269,72,1059,123
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",785,66,250,70,535,84
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",1628,94,442,118,1186,132
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",991,100,215,78,776,110
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",1458,116,325,99,1133,123
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",1455,118,400,100,1055,114
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",1839,103,242,79,1597,109
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",1421,66,239,86,1182,106
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",1207,92,365,92,842,129
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",1625,81,214,70,1411,89
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",1306,67,417,119,889,118
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",1265,104,258,83,1007,114
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",978,85,115,59,863,90
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",798,64,293,69,505,69
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",1771,110,443,120,1328,154
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",1009,65,439,93,570,94
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",1598,135,466,106,1132,156
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",987,55,444,107,543,106
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",914,65,126,58,788,74
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",884,49,322,67,562,73
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",1631,115,310,116,1321,156
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",497,38,257,54,240,63
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",1346,102,210,80,1136,107
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",1843,125,514,121,1329,154
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",1113,102,213,95,900,120
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",1141,69,438,90,703,88
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",1803,53,6,11,1797,55
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",1013,79,504,88,509,98
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",639,66,130,39,509,67
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",1478,105,408,113,1070,147
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",606,72,86,31,520,68
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",1131,20,0,11,1131,20
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",1147,76,544,94,603,104
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",1968,145,412,138,1556,171
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",820,63,458,62,362,69
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",806,64,110,48,696,74
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",1625,75,549,110,1076,117
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",1463,111,318,97,1145,133
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",1164,99,444,102,720,100
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",1752,120,522,116,1230,170
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",1302,96,404,109,898,131
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",1147,106,325,112,822,121
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",876,75,240,71,636,92
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",1030,73,161,49,869,84
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",1142,73,409,91,733,98
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",1184,83,417,93,767,110
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",951,59,408,81,543,83
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",1580,99,536,131,1044,135
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",1253,71,284,95,969,117
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",1511,94,223,90,1288,116
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",1170,72,335,84,835,78
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",1507,99,537,111,970,118
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",623,48,367,59,256,60
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",1690,76,193,93,1497,104
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",1215,60,534,102,681,98
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",1394,98,82,57,1312,107
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",1327,79,292,98,1035,114
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",94,52,13,15,81,51
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",1134,54,10,16,1124,57
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",2013,103,201,103,1812,123
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",1054,82,178,96,876,134
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",1117,58,290,72,827,74
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",1389,92,164,80,1225,107
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",1508,67,358,113,1150,120
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",1084,111,309,85,775,120
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",848,67,229,67,619,83
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",1374,73,368,116,1006,110
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",587,40,109,38,478,56
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",1567,127,588,119,979,132
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",2060,104,521,151,1539,167
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",1398,118,562,110,836,123
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",1325,66,420,106,905,116
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",831,67,92,44,739,64
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",1136,95,420,100,716,114
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",1041,82,323,89,718,110
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",1537,67,750,127,787,116
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",1598,80,289,108,1309,133
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",1497,93,530,98,967,108
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",2529,125,321,121,2208,152
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",652,43,324,58,328,64
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",1899,99,158,63,1741,123
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",752,55,283,74,469,77
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",678,64,134,49,544,72
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",1077,97,344,82,733,107
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",2158,167,367,153,1791,210
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",1901,107,1091,160,810,155
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",2260,137,292,118,1968,164
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",1426,118,155,82,1271,127
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",1487,85,411,93,1076,96
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",1338,80,262,103,1076,108
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",2082,83,136,69,1946,106
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",1402,76,185,80,1217,105
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",2459,119,133,82,2326,138
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",2313,149,288,82,2025,169
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",1238,86,266,97,972,123
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",913,122,453,83,460,109
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",2173,151,215,95,1958,182
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",1696,79,90,51,1606,91
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",1440,106,230,81,1210,125
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",1295,75,418,86,877,96
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",753,71,357,63,396,73
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",1462,121,700,126,762,134
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",1314,95,276,90,1038,113
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",1874,86,384,96,1490,117
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",654,23,0,11,654,23
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",1051,70,149,62,902,88
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",2630,139,57,47,2573,139
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",2063,102,150,63,1913,119
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",990,93,289,86,701,112
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",1484,102,179,82,1305,132
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",729,70,150,58,579,85
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",2061,92,87,55,1974,103
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",1461,68,326,103,1135,123
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",1658,104,112,60,1546,122
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",467,31,0,11,467,31
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",1859,83,186,76,1673,113
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",2666,115,1769,239,897,211
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",2007,88,180,92,1827,123
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",1404,84,532,174,872,176
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",2585,145,1112,178,1473,205
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",958,41,23,22,935,45
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",2145,106,151,107,1994,152
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",1584,90,397,106,1187,111
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",2037,105,109,70,1928,118
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",1028,68,48,39,980,75
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",1207,123,237,78,970,120
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",1531,100,202,87,1329,127
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",817,76,233,55,584,89
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",1173,64,60,44,1113,73
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",359,47,100,47,259,51
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",1319,97,349,94,970,105
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",503,48,181,67,322,80
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",1746,119,316,94,1430,139
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",1563,102,1043,115,520,111
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",1625,86,617,134,1008,140
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",1497,87,299,94,1198,125
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",1816,114,762,127,1054,161
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",1998,149,211,99,1787,155
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",1083,101,158,62,925,110
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",1510,106,496,123,1014,131
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",1348,128,401,102,947,139
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",1847,118,337,103,1510,128
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",2091,98,81,66,2010,113
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",1629,110,611,140,1018,132
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",1388,131,353,112,1035,141
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",1188,91,668,116,520,117
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",1399,101,290,94,1109,119
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",1436,93,699,140,737,132
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",1131,82,391,98,740,124
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",791,88,513,77,278,85
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",1031,63,163,79,868,87
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",1012,84,379,92,633,111
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",1238,75,303,94,935,107
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",704,65,301,63,403,63
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",1225,87,155,61,1070,112
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",714,71,325,80,389,84
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",1200,109,201,88,999,120
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",866,65,418,89,448,89
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",1285,94,148,78,1137,109
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",1114,68,498,98,616,99
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",1151,103,217,89,934,110
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",882,69,472,66,410,83
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",1254,99,268,90,986,130
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",799,64,351,73,448,85
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",495,69,136,45,359,69
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",1103,86,419,91,684,108
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,11,0,11,0,11
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",1017,88,392,88,625,111
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",1275,72,259,89,1016,94
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",702,53,412,68,290,69
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",1135,88,217,99,918,118
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",1017,92,430,109,587,113
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",1248,96,304,89,944,98
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",506,48,351,54,155,55
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",649,58,209,69,440,77
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",1275,100,332,94,943,110
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",748,60,354,74,394,65
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",1227,106,138,67,1089,129
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",717,85,239,65,478,72
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",1306,81,309,105,997,112
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",506,47,241,50,265,50
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",1313,79,136,49,1177,91
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",1034,130,337,73,697,129
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",1314,70,187,72,1127,88
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",1244,105,275,74,969,116
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",1009,68,38,28,971,77
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",1483,75,573,129,910,149
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",1711,95,53,44,1658,102
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",1495,71,572,106,923,99
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",1792,96,35,22,1757,100
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",1215,82,227,74,988,99
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",1749,93,117,70,1632,112
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",1547,80,477,93,1070,120
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",1387,80,137,74,1250,91
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",1253,71,456,91,797,117
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",1464,87,259,87,1205,111
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",1608,68,432,103,1176,116
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",1699,87,244,103,1455,131
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",880,63,241,67,639,77
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",1296,67,239,92,1057,107
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",878,75,342,77,536,82
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",1906,117,154,67,1752,124
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",853,53,367,80,486,85
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",1858,97,110,56,1748,101
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",1100,97,455,99,645,111
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",1602,81,299,88,1303,118
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",721,39,305,69,416,72
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",792,60,62,38,730,72
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",782,43,398,76,384,69
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",1126,72,157,57,969,83
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",133,32,92,29,41,21
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",916,52,497,86,419,81
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",660,52,29,19,631,55
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",594,53,232,51,362,65
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",876,48,175,63,701,73
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",521,48,336,62,185,64
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",1231,75,480,90,751,106
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",1067,52,325,76,742,86
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",584,47,294,61,290,69
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",683,43,325,72,358,70
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",520,56,262,72,258,75
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",708,60,378,75,330,72
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",733,74,439,72,294,77
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",794,43,309,70,485,69
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",937,96,370,79,567,111
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",1723,64,404,97,1319,104
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",1139,94,336,74,803,132
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",976,81,203,71,773,99
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",1363,120,134,66,1229,142
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",1956,85,369,92,1587,116
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",1565,68,321,99,1244,121
1400000US36047048500,36047048500,"Census Tract 485, Kings County, New York",972,50,184,61,788,67
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",956,41,257,60,699,62
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",1387,78,461,110,926,99
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",1461,89,25,27,1436,93
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",1986,144,400,152,1586,163
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",2415,214,254,121,2161,223
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",1165,61,412,88,753,105
1400000US36047049300,36047049300,"Census Tract 493, Kings County, New York",3211,162,132,95,3079,186
1400000US36047049400,36047049400,"Census Tract 494, Kings County, New York",2081,77,599,133,1482,136
1400000US36047049500,36047049500,"Census Tract 495, Kings County, New York",1238,78,267,87,971,105
1400000US36047049600,36047049600,"Census Tract 496, Kings County, New York",1391,61,460,109,931,123
1400000US36047049700,36047049700,"Census Tract 497, Kings County, New York",1488,79,294,84,1194,92
1400000US36047049800,36047049800,"Census Tract 498, Kings County, New York",1656,70,529,124,1127,123
1400000US36047049900,36047049900,"Census Tract 499, Kings County, New York",867,54,320,72,547,82
1400000US36047050000,36047050000,"Census Tract 500, Kings County, New York",1473,104,646,128,827,120
1400000US36047050100,36047050100,"Census Tract 501, Kings County, New York",1337,88,224,71,1113,91
1400000US36047050202,36047050202,"Census Tract 502.02, Kings County, New York",1115,22,603,105,512,99
1400000US36047050300,36047050300,"Census Tract 503, Kings County, New York",1181,82,323,102,858,106
1400000US36047050400,36047050400,"Census Tract 504, Kings County, New York",1961,104,692,125,1269,135
1400000US36047050500,36047050500,"Census Tract 505, Kings County, New York",1881,75,242,91,1639,116
1400000US36047050600,36047050600,"Census Tract 506, Kings County, New York",1887,92,233,76,1654,117
1400000US36047050700,36047050700,"Census Tract 507, Kings County, New York",487,53,58,31,429,65
1400000US36047050801,36047050801,"Census Tract 508.01, Kings County, New York",1306,109,9,16,1297,110
1400000US36047050803,36047050803,"Census Tract 508.03, Kings County, New York",860,82,23,17,837,82
1400000US36047050804,36047050804,"Census Tract 508.04, Kings County, New York",2467,89,170,80,2297,109
1400000US36047050900,36047050900,"Census Tract 509, Kings County, New York",615,51,187,45,428,69
1400000US36047051001,36047051001,"Census Tract 510.01, Kings County, New York",1466,57,0,11,1466,57
1400000US36047051002,36047051002,"Census Tract 510.02, Kings County, New York",1789,80,85,39,1704,82
1400000US36047051100,36047051100,"Census Tract 511, Kings County, New York",1658,106,249,110,1409,149
1400000US36047051200,36047051200,"Census Tract 512, Kings County, New York",2441,100,146,87,2295,126
